 	venne	scritto	</S>
a29	0.453621815	0.31803781	0.22834036
a24	0.519637965	0.282433113333	0.197928893333
a37	0.557764371667	0.254805924444	0.187429697778
a29	0.544863023889	0.251520698148	0.203616285926
a13	0.504774831296	0.253325909383	0.241899245309
a11	0.479951360432	0.254097353128	0.265951285103
a31	0.418668353477	0.276995107709	0.304336571701
a39	0.427793044492	0.266797919236	0.305409067234
a18	0.549570534831	0.221477986412	0.228951492411
a8	0.60021411161	0.219647422137	0.180138480804
</S>	0.600965655805	0.230221121069	0.168813240402
