 	non	mi	aspetti	non	vengo	</S>
a33	0.131342375	0.124396598	0.16028396	0.23059835	0.203277785	0.150100945
a31	0.191937528333	0.130635201333	0.176462793333	0.217771886667	0.173213898333	0.109978707
a37	0.228751586111	0.123533640444	0.181764754444	0.226957258889	0.158441762778	0.080550991
a35	0.211265738704	0.100166840148	0.166058381481	0.248421472963	0.174280164259	0.0998073636667
a31	0.242177852901	0.112995060049	0.17835836716	0.221975747654	0.14783333142	0.0966596012222
a7	0.2398179943	0.12530713335	0.191744139053	0.221319312551	0.131563420473	0.0902480004074
a18	0.200754181433	0.112938617783	0.183282273018	0.25253869085	0.145805173491	0.104681098136
a24	0.181457703811	0.103386169261	0.178682514339	0.26911879695	0.157066981164	0.110287884045
a31	0.19328792127	0.11135099642	0.189607708113	0.240565932317	0.146543542055	0.118643938015
a20	0.193561820423	0.118880828807	0.204984446038	0.229009230772	0.141500382352	0.112063332672
a8	0.151260236808	0.112697356269	0.214187315346	0.256196503591	0.165435514117	0.100223109557
a31	0.157598292269	0.120482895423	0.212002571782	0.25861523453	0.169488588039	0.0818124338523
</S>	0.187147486134	0.132391647711	0.202785080891	0.254684257265	0.159218004019	0.0637735349261
