 	l	ho	sentito	che	viene	</S>
a34	0.118329295	0.067466275	0.123157745	0.13470478	0.342266735	0.214075135
a46	0.122924098333	0.0751546416667	0.129129618333	0.16918168	0.291393708333	0.212216218333
a41	0.111705909444	0.0688639805556	0.114496966111	0.20406976	0.276561609444	0.224301749444
a19	0.113207923148	0.0649057978519	0.110373582037	0.19286702	0.290733589815	0.227912059815
a31	0.108185202716	0.0786986969506	0.155139384012	0.176620373333	0.265544686605	0.215811623272
a20	0.103253190905	0.0808579623169	0.172367706671	0.177390157778	0.239773145535	0.226357817757
a31	0.091112828635	0.0699535807723	0.173222034224	0.183308965926	0.245520471845	0.236882129252
a24	0.085526839545	0.0672052002574	0.167051048075	0.169164661975	0.264403047282	0.246649219751
a31	0.0901661031817	0.0606320967525	0.143230499358	0.167167220658	0.282410562427	0.256393526584
a23	0.110112264394	0.0723074189175	0.142093208453	0.168962090219	0.271537947476	0.234987075528
a20	0.127357518131	0.0820109479725	0.120792154818	0.161810700073	0.266494665825	0.241533998509
</S>	0.132710809065	0.0828544314862	0.113001457409	0.157396465037	0.265931517913	0.248105289254
