 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
a31	0.0876019	0.0936345775	0.0914669125	0.0884315675	0.072702195	0.1014743375	0.1211239125	0.121324495	0.122589165	0.0996509
a28	0.10821249	0.117697660833	0.1031838525	0.0891738408333	0.064394187	0.0794513748333	0.115295159167	0.121667208333	0.126022208333	0.07490201
a31	0.16193175	0.143759703611	0.118782060833	0.0883391636111	0.066123401	0.0618983606111	0.0914577730557	0.102182455111	0.108513852778	0.0570114993333
a17	0.18361698	0.164992244537	0.139349020278	0.091256784537	0.0761137603333	0.0626909368704	0.0696729026852	0.078146224037	0.0841676342593	0.0499935124444
a31	0.1713489	0.175309314846	0.149555940093	0.092493576179	0.0784537434444	0.0648472312901	0.0656824202284	0.0720252613457	0.0814067080864	0.0488768841481
a20	0.166821073333	0.179105141615	0.151402506698	0.101947661726	0.0855815011481	0.0672419360967	0.0621411930761	0.0669620437819	0.0765727093621	0.042224240716
a31	0.152370431111	0.169251007205	0.139184545566	0.0983811605753	0.0879498303827	0.0750788353656	0.069198839692	0.0749388179273	0.0836488131207	0.049997739572
a20	0.14096475837	0.155694055735	0.133417885189	0.0999168251918	0.0919951214609	0.0845257001219	0.0741840398973	0.0790070093091	0.0852586343736	0.0550359531907
a35	0.13257765079	0.140318170245	0.126743545063	0.101449678397	0.0959050018203	0.0913470017073	0.0764307566324	0.079146293103	0.0829490314579	0.0731328243969
a36	0.12900992893	0.128428300415	0.113493305021	0.093716020799	0.0828821106068	0.0838118759024	0.0839509372108	0.0884717843677	0.0994696738193	0.0967660181323
a31	0.131634254977	0.141503678805	0.124761541674	0.103849644933	0.0736165268689	0.0756017056341	0.0832984240703	0.0871381047892	0.0990392826064	0.0795567950441
a20	0.136694324992	0.150983362935	0.139212403891	0.110894759978	0.0770116389563	0.0792482535447	0.0790788926901	0.0828970449297	0.0851227788688	0.0588565216814
a17	0.135258748331	0.142557277645	0.12798285463	0.102708031659	0.0767553196521	0.0791264111816	0.08116777223	0.0885394183099	0.0942223562896	0.0716818302271
a28	0.131770722777	0.135980252548	0.113039581543	0.0963160338863	0.062601200884	0.0655452620605	0.09214437741	0.0972581161033	0.111673332097	0.093671145409
a31	0.138220460926	0.128973274183	0.116255043848	0.105630884629	0.056507654628	0.0658706856868	0.0961602791367	0.0961771753678	0.105392657366	0.0908118751363
a24	0.137873466975	0.115677481394	0.112163489616	0.107996029876	0.053591996876	0.0670071902289	0.106178709712	0.104944678456	0.110909222455	0.0836577300454
a31	0.136183152325	0.107869490465	0.108489171539	0.106805484959	0.0520770109587	0.0654185684096	0.111189048237	0.108287714152	0.115323824152	0.0883565233485
a15	0.127279968775	0.0982297788217	0.102707140513	0.103977491653	0.0513360679862	0.0677903528032	0.118799621079	0.116351222717	0.125056734717	0.0884715961162
a31	0.118241374258	0.0931348869406	0.0981346835043	0.100193520551	0.0515116736621	0.0676853476011	0.124111493693	0.122186274239	0.135917496572	0.0888832600387
a46	0.112938908086	0.0911658076469	0.0970208045014	0.0989393268503	0.0541465712207	0.071398863867	0.124002097898	0.120808641413	0.135378090524	0.0942008996796
a41	0.0854118360287	0.0761164512156	0.0780333281671	0.0828396456168	0.0560087220736	0.0821959526223	0.138999695966	0.138049733804	0.152045646841	0.11029897156
</S>	0.0751772780144	0.0702451736078	0.0711882440835	0.0759791278084	0.0605569685368	0.0913190163111	0.140805532983	0.140192401902	0.15335398842	0.12118223578
