 	non	ci	dimentichiamo	mai	</S>
a31	0.226106465	0.198549955	0.23879513	0.174114645	0.162433805
a20	0.201959438333	0.221653055	0.249218416667	0.160014071667	0.167154998333
a31	0.200617616111	0.242318395	0.245166065556	0.157089577222	0.154808319444
a11	0.218666798704	0.244562691667	0.225682765185	0.164767095741	0.146320633148
a20	0.222401696235	0.237213090556	0.216196585062	0.17264974858	0.151538897716
a31	0.206327125412	0.233193630185	0.216744681687	0.180412889527	0.163321732572
a11	0.196270798471	0.229936496728	0.219119590562	0.188642063176	0.166031090857
a31	0.192966222824	0.225325418909	0.218802810187	0.193910427725	0.168995130286
a18	0.185909000941	0.217002279636	0.214497413396	0.199642119242	0.182949200095
a42	0.200216913647	0.196168603212	0.193770844465	0.209056396414	0.200787236698
a31	0.202871097882	0.197029534404	0.190160314822	0.206087665471	0.203851358899
a18	0.184925812627	0.206180354801	0.199222018274	0.20747734849	0.2021944463
a31	0.188346080876	0.194592334934	0.194858146091	0.214139779497	0.208063678767
a39	0.190447876959	0.185426748311	0.189114325364	0.219820009832	0.215191056256
a31	0.202036185653	0.172760649437	0.182861048455	0.221966846611	0.220375242085
a20	0.208184421884	0.161431629812	0.173608782818	0.22546576887	0.231309350695
a39	0.214905800628	0.156108449937	0.162608520939	0.21824996629	0.248127210232
a31	0.254964876876	0.144786483312	0.16225093698	0.193906708763	0.244090940077
a14	0.269615825625	0.141603514437	0.164987128993	0.181544762921	0.242248743359
a46	0.294980441875	0.151430348146	0.176460212998	0.16563980764	0.211489187786
a20	0.346928263958	0.152829746049	0.202041340999	0.14361263588	0.154588001262
a31	0.330863831319	0.15137877535	0.205692430333	0.143678625293	0.168386315754
</S>	0.29127360566	0.155306777675	0.199217115166	0.152890132646	0.201312342877
