 	e	che	cucino	</S>
a31	0.25761015	0.19949651	0.253367015	0.28952631
a24	0.282329083333	0.193491173333	0.242992098333	0.28118764
a31	0.286669371111	0.199851031111	0.241013252778	0.272466356667
a11	0.248927903704	0.192120003704	0.267114687593	0.291837412222
a46	0.224165517901	0.156886724568	0.281496432531	0.337451314074
a41	0.199552482634	0.130389488189	0.29457317751	0.375484834691
a20	0.183841824211	0.117589529396	0.28695611917	0.411612531564
a36	0.19068246807	0.118831576465	0.264159983057	0.426325973855
a31	0.20514318269	0.147354342155	0.256321827686	0.391180664618
a46	0.22822185423	0.169395437385	0.255979232562	0.346403504873
</S>	0.242580767115	0.163900803692	0.258290586281	0.335227852436
