 	vuole	pianto	</S>
a39	0.45934679	0.33010269	0.21055048
a31	0.48840317	0.31185673	0.19974007
a41	0.475503603333	0.288822626667	0.235673773333
a31	0.480787307778	0.272417975556	0.246794731111
a37	0.471246895926	0.265277315185	0.263475803704
a11	0.438309091975	0.256939205062	0.304751731235
a39	0.431734247325	0.252178671687	0.316087120412
a31	0.391896265775	0.254998407229	0.353105356804
a46	0.404758188592	0.26646573241	0.328776072268
a31	0.452392522864	0.292847894137	0.254759580756
</S>	0.443533751432	0.312083597068	0.244382670378
