 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.0565317375	0.0536001715	0.047289761	0.0444878155	0.044679003	0.046710182	0.084659107	0.096265205	0.0974034275	0.093680408	0.08552701	0.12650265	0.12266354
a24	0.0572481548333	0.0526590178333	0.0418595453333	0.0382029875	0.0448357606667	0.0483308733333	0.0968653923333	0.111925628333	0.1185826025	0.125569522667	0.0823310033333	0.09859733	0.0829922066667
a28	0.0693328376111	0.0608814199444	0.0378655221111	0.0329247045	0.0531708088889	0.0587429711111	0.0983386341111	0.110017497778	0.120834100833	0.134111894222	0.0743846211111	0.0812847776667	0.0681102055556
a39	0.0921889678704	0.0787583733148	0.042569880037	0.0353680598333	0.065725502963	0.073518617037	0.103971808037	0.106942340926	0.111857263611	0.110940539407	0.0613161377037	0.0631114702222	0.0537310335185
a17	0.0886962092901	0.0751529931049	0.042819894679	0.0362492416111	0.0707723609877	0.0803717970123	0.110520402679	0.113522713642	0.11315461787	0.095405224469	0.0600630165679	0.0625325400741	0.0507390108395
a31	0.09116441143	0.0763803897016	0.0444663402263	0.0376301082037	0.0714093903292	0.0806211570041	0.10503134756	0.110274257881	0.113447325957	0.092154444823	0.0637831855226	0.0647733600247	0.0488642896132
a20	0.105515625477	0.0862511682339	0.0491948790754	0.0420522484012	0.0789107754431	0.0862481373347	0.0899667558533	0.0899908659603	0.098447850319	0.0945077916077	0.0684237951742	0.0671196653416	0.0433704312044
a31	0.103913133159	0.085543386078	0.0503265580251	0.0440717968004	0.0830209851477	0.0897744994449	0.0862706019511	0.0838111253201	0.092996511773	0.0993263152026	0.0704529783914	0.0692379304472	0.0412541604015
a17	0.0985567557197	0.0804193436927	0.0508679243417	0.0453756886001	0.0851982897159	0.0932226384816	0.091143327317	0.0881616951067	0.0956091572577	0.0970710150675	0.0673414994638	0.0664438254824	0.0405887941338
a8	0.0908854985732	0.0753072165642	0.0525160177806	0.0482201498667	0.0782968332386	0.0898915828272	0.0961214777723	0.0996677950356	0.108609979086	0.0963869023558	0.0623401231546	0.0626710748275	0.0390853367113
