 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.095604081	0.095977688	0.07204718	0.108730643	0.18285352	0.191645315	0.25314157
a20	0.160762159	0.147209859333	0.102605973333	0.103882466333	0.14365603	0.138370221667	0.203513273333
a35	0.207810453	0.209513606444	0.133198357778	0.100974225444	0.114903146667	0.0986907492223	0.134909444444
a20	0.274852727667	0.221166592148	0.128498625926	0.0898566034813	0.099122140889	0.0838581517408	0.102645188148
a38	0.339488099222	0.214476337383	0.113843595309	0.0738775094938	0.0894590422963	0.0800213305803	0.0888341560493
a31	0.293394006407	0.218052755794	0.12205819177	0.0846561198313	0.100092947432	0.0904210935268	0.0913249353498
a18	0.239213498802	0.207820621931	0.127179525923	0.0940849332771	0.110204552477	0.0984212945089	0.123075595117
a23	0.178918706267	0.19827879731	0.121372438974	0.102367327759	0.125487220826	0.109840764836	0.163734741706
a24	0.154784235422	0.191631602437	0.115725986658	0.109902532586	0.132571036942	0.114882961612	0.180501647235
a37	0.198566931807	0.180820514146	0.117107584219	0.096931102862	0.117695600981	0.105505563871	0.183372709078
a20	0.236092237269	0.170451341382	0.122724578073	0.0840913416207	0.10517248566	0.0999772612903	0.181490756359
a31	0.19844895909	0.182264047127	0.145815232691	0.0968232858736	0.111198508553	0.106463547097	0.158986438786
a20	0.152554406363	0.174701632376	0.143032937564	0.105750143291	0.120959126184	0.114727025699	0.188274739595
a33	0.127485565454	0.139655492459	0.112934362521	0.10877754243	0.133380168728	0.127650978566	0.250115883198
a31	0.140182875151	0.131430729153	0.12221652084	0.115462026143	0.142867036243	0.136459176189	0.211381611066
a20	0.158053631717	0.113141146384	0.118126393613	0.117979274048	0.145893755414	0.152953132063	0.193852613689
a31	0.170137543906	0.104362602128	0.114387544538	0.116674596349	0.146291695138	0.158167857354	0.189978117896
a20	0.177590934635	0.094092227376	0.109365248179	0.120973927116	0.155457831713	0.167596195785	0.174923619299
a31	0.184578394878	0.0817122824587	0.102586812726	0.121820072372	0.157337593904	0.170256891928	0.181707956433
</S>	0.209855582439	0.0930520262293	0.117056306363	0.112092726186	0.146172146952	0.149767855964	0.172003378216
