 	che	non	li	aspetiamo	</S>
a20	0.131095902	0.132206188	0.10545327	0.391395375	0.23984922
a8	0.11623398	0.115735958	0.0894814533333	0.443486955	0.23506162
a7	0.110463261333	0.108964629333	0.0848533711111	0.485058585	0.210660136667
a35	0.112209057111	0.106401726444	0.0805671803704	0.491551138333	0.209270892222
a46	0.12362327237	0.109974522148	0.0784329101235	0.455622062778	0.232347227407
a31	0.13785091079	0.119456280716	0.107724540041	0.398022137593	0.236946115802
a11	0.14685695693	0.125339143572	0.118774633347	0.352932529198	0.256096721934
a31	0.15329646231	0.128633704524	0.111891744449	0.323714359733	0.282463730645
a0	0.16696183077	0.136808018175	0.117502744816	0.314149653244	0.264577753548
a31	0.189056340257	0.154689676058	0.112882761605	0.299006384415	0.244364831183
a30	0.183100436752	0.154339588686	0.107432260535	0.318725834805	0.236401873728
a0	0.170071155584	0.144481006229	0.102102603512	0.360165918268	0.223179337909
a31	0.201231761861	0.169139272076	0.110158747837	0.318857206089	0.20061303597
</S>	0.227481130931	0.190105591038	0.116751803918	0.276704203044	0.188957272985
