 	ho	finito	di	scrivere	</S>
a38	0.17701141	0.160689095	0.12956189	0.28150834	0.25122924
a31	0.202823316667	0.175032191667	0.15985144	0.260331833333	0.2019612
a15	0.195971185556	0.181565520556	0.19864959	0.254703227778	0.169110473333
a18	0.205945408519	0.222169116852	0.200054636667	0.220562232593	0.151268587778
a31	0.23702167284	0.239604238951	0.178317785556	0.195104724198	0.149951549259
a37	0.231145780947	0.229683096317	0.176234691852	0.193371734733	0.169564689753
a31	0.219482153649	0.222024225439	0.180306363951	0.197321484911	0.180865763251
a0	0.187319721216	0.178845505146	0.200102611317	0.226898621637	0.206833534417
a31	0.173248333739	0.163849381715	0.203645233772	0.251212530546	0.208044521472
a18	0.178533817913	0.154356523905	0.193135107924	0.265685436849	0.208289110491
a31	0.183362925971	0.146363907968	0.190242789308	0.27249511895	0.207535260164
a39	0.204620128657	0.142933704323	0.170594169769	0.26882844965	0.213023540055
a20	0.218131919552	0.123583676441	0.135640787923	0.26647984655	0.256163753352
a31	0.228004463184	0.137451192147	0.141718990641	0.25015813885	0.242667204451
a8	0.231607297728	0.155388870716	0.137811473547	0.262918559617	0.212273761484
a20	0.227937579243	0.170837866905	0.0974368745157	0.281434669872	0.222352953828
a31	0.253226669748	0.183501452302	0.0966313748386	0.247252903291	0.219387581276
</S>	0.275776224874	0.182585621151	0.111141077419	0.222693046645	0.207804035638
