 	stava	ancora	cucinando	</S>
a8	0.17486821	0.23724024	0.265434705	0.322456815
a46	0.122277641333	0.282364323333	0.291278048333	0.304079948333
a24	0.114719428444	0.317344341111	0.283175072778	0.284761136111
a37	0.125886779481	0.343460767037	0.272651080926	0.25800138537
a20	0.132148366494	0.358598112346	0.266687260309	0.242566278457
a31	0.147098212165	0.350774627449	0.282764370103	0.219362826152
a37	0.144088097388	0.34009642915	0.291356613368	0.224458902051
a31	0.135439405796	0.32891785305	0.306887011123	0.228755750684
a20	0.132164425265	0.319526257683	0.315577820374	0.232731510228
a31	0.128566388422	0.306387772561	0.326071913458	0.238973920076
a6	0.140973509474	0.27072510752	0.345799377819	0.242501976692
a31	0.154202799825	0.25617180584	0.332929749273	0.256695625564
a20	0.165859256608	0.239647641947	0.327048606424	0.267444488521
a46	0.206707305536	0.201575763982	0.303887142141	0.287829796174
a31	0.241672458512	0.183203664661	0.281351314047	0.293772565391
</S>	0.238330694256	0.177412032331	0.282918372024	0.301338882696
