 	non	deve	magniare	la	sera	</S>
a20	0.12090007	0.086369305	0.077781155	0.13572165	0.274140025	0.305087775
a31	0.111692386667	0.095491535	0.106636998333	0.149160806667	0.279726948333	0.257291321667
a18	0.100998243889	0.101608668333	0.123291442778	0.156453222222	0.276546692778	0.241101743889
a37	0.0755379962963	0.0784342204443	0.0930882955927	0.156987680741	0.303770774259	0.292181061296
a18	0.0686812920988	0.0651158588148	0.0763901231976	0.151771376914	0.318678598086	0.319362777099
a31	0.0674713640329	0.0663749792716	0.0870073777325	0.153264655638	0.321902816029	0.303978819033
a13	0.0794172713443	0.0742554817572	0.0939239859108	0.140955258546	0.294543268676	0.316904729678
a31	0.0921906737814	0.0783208339191	0.0880208019703	0.118861262849	0.288602382892	0.334004006559
a17	0.118308557927	0.094143969973	0.101227840657	0.117661387616	0.281808624297	0.28684960552
</S>	0.142963668963	0.108134182986	0.108488385328	0.121120468808	0.257500697148	0.26179262276
