 	non	aveva	cosa	a	fare	</S>
a31	0.17374889	0.16555673	0.15812845	0.16562357	0.187676215	0.149266225
a18	0.201219546667	0.167116126667	0.136900966667	0.15695966	0.183618405	0.154185355
a24	0.222971925556	0.173871042222	0.130280142222	0.15257231	0.166809361667	0.153495235
a20	0.289286378519	0.191963290741	0.125397870741	0.141224833333	0.132631538556	0.119496108333
a31	0.344753219506	0.20609205358	0.11677531358	0.131552901111	0.104363610852	0.096462896111
a18	0.347200099835	0.21297452786	0.114357574527	0.119815177037	0.100610660284	0.10504191537
a31	0.356913249945	0.23087599262	0.112229844842	0.0973534823457	0.0946690067613	0.107958397123
a17	0.374793066648	0.245712024207	0.107422561614	0.0821193607819	0.0835614822538	0.106391491041
a20	0.352391852216	0.262933341402	0.127983103871	0.0759161569273	0.0797810807513	0.100994467014
a31	0.353773954072	0.273871290467	0.137758704624	0.0683817456424	0.0783172302504	0.087897072338
</S>	0.374466612036	0.266225970234	0.126999722312	0.0652464878212	0.0787002451252	0.088360931169
