 	dei	genitori	</S>
à	0.97427955	0.0013842769	0.02433615911
t	0.991132996667	0.000669714173333	0.00819726487367
t	0.833306878889	0.0187738821978	0.147919224055
u	0.533694226296	0.0878296840659	0.378476068018
s	0.494990708765	0.159489821355	0.345519452673
g	0.669005879588	0.124807323785	0.206186770891
e	0.501534028196	0.202094944595	0.29637099363
n	0.173110961599	0.519297428198	0.307591605877
i	0.0584447844997	0.780513689399	0.161041556626
t	0.0196926519132	0.8872082798	0.0930990812087
ò	0.00674265655773	0.898143809933	0.0951135194029
r	0.00311702212591	0.833394583311	0.163488383134
u	0.00211997524197	0.645656801104	0.352223204378
</S>	0.00150751292098	0.503905640552	0.494586817189
