 	un	forno	che	fa	buon	pane	</S>
è	0.75224235	0.2059282735	0.0018405443	0.00455993425	0.00025349298	0.000731548829	0.0344438348
n	0.730906216667	0.250708541167	0.00246753456667	0.00371185785	0.000154018816667	0.000273021361333	0.0117787389687
a	0.546295156889	0.392102010389	0.0494552584222	0.00746010935	0.000157596175556	0.000118053283444	0.00441175129157
f	0.20490616363	0.65469757013	0.110384162807	0.0270165131167	0.000707925391852	0.000178304578481	0.00210929215386
ù	0.0823283088767	0.797770770043	0.087635144269	0.0303179063722	0.000835463191617	0.00018304889766	0.000929261151287
r	0.0409877501256	0.900650070014	0.0376917410897	0.0199435377907	0.000295423015539	6.371082922e-05	0.000367762675429
n	0.0695430028752	0.625053466005	0.0381236766966	0.0275948775969	0.00521599789585	0.0183153697216	0.216153647007
o	0.0764777602651	0.228735418668	0.292323612232	0.0692940038656	0.00694943303195	0.0248699078739	0.301349836336
k	0.025538281414	0.096978298556	0.554228117411	0.190940777955	0.00826502541065	0.00928020602463	0.114769253012
a	0.008529178745	0.0394864671853	0.529124449137	0.360743129318	0.0122144064702	0.00564386577488	0.0442584835707
i	0.002865404363	0.0173755583951	0.365210233046	0.551255396439	0.0376621614901	0.00466923832496	0.0209619809236
k	0.001090591261	0.013056573465	0.170421866015	0.586613872146	0.213882297163	0.00642071684165	0.00851405491787
à	0.000491982503	0.014886816155	0.0674900486717	0.661417697382	0.245198181388	0.00630195334055	0.00421330714929
n	0.000169211123757	0.0118430203517	0.0290193486572	0.859123865794	0.0948011034627	0.00222932988352	0.0028141374731
n	0.000433741728009	0.00923980675057	0.0355787169857	0.640220973598	0.173256155154	0.0454754783378	0.0957951359477
i	0.00054371524267	0.00829759327352	0.0369657590486	0.262472686199	0.204135639718	0.150496672779	0.337087911983
t	0.000203112960937	0.00294037650384	0.0126255992162	0.108266299733	0.345189707906	0.198105477593	0.332669403994
s	6.89011594923e-05	0.00101362231895	0.0064931447854	0.0445451505777	0.581461879302	0.207106012531	0.159311277998
o	5.88093989641e-05	0.000530303691317	0.0044623544018	0.0200162806259	0.414843819767	0.202562154177	0.357526269333
m	5.45029965214e-05	0.000339786790106	0.0015862378446	0.00788557019197	0.249882509922	0.343599051392	0.396652333111
ì	1.87794204405e-05	0.000135974991702	0.0006039291222	0.00322546204732	0.181587541641	0.376803953797	0.43762435437
k	6.68562603783e-06	6.8390336034e-05	0.000282078854067	0.00213327108244	0.14715845888	0.264846704599	0.58550438479
a	3.72890750361e-06	3.45456218113e-05	0.000121039638356	0.00130837252081	0.135424805627	0.2883629682	0.574744528263
l	2.7475121712e-06	2.36599657371e-05	5.75793831187e-05	0.00061452134027	0.0684727428757	0.318477056067	0.612351709421
ò	9.607655824e-07	1.6869655379e-05	3.31198275396e-05	0.000519153763423	0.0432292832919	0.232918190556	0.723282436474
</S>	5.164970742e-07	1.84329346895e-05	2.16630735198e-05	0.000522902896711	0.0216621226459	0.118178553078	0.859595818237
