 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.79868062	0.092522	0.0010298519	0.001306897955	0.0104539441	0.00653235608	0.00469070825	0.03149654355	0.053287027785
a	0.659043763333	0.263875996667	0.0136722022333	0.007554478455	0.0122285234333	0.00590767874667	0.00319861491667	0.0157167287167	0.0188020024517
ì	0.323897207711	0.598175845556	0.0210181000778	0.011596946385	0.0150111001444	0.00752805634889	0.00281665523889	0.0124031969722	0.0075529095339
s	0.108814199227	0.849582818519	0.0106032608793	0.00586968709067	0.00971325559147	0.00444372495183	0.00152886124096	0.00663116984073	0.00281300297037
s	0.0659997131323	0.676727609506	0.0315757104798	0.0133767687592	0.00837764174049	0.0189429417195	0.0153224886417	0.0257970698969	0.143879996733
e	0.0515099093574	0.610955116502	0.0444988014933	0.0163688887197	0.0080842860135	0.0239565767398	0.0201543884806	0.0334091796323	0.191062848278
r	0.0185546780991	0.618367188834	0.171153196498	0.0120162317066	0.0491447674378	0.0174980307466	0.0193432767602	0.0238359228774	0.0700866987927
e	0.0075275147977	0.305136785611	0.468792125499	0.0584378742355	0.0685424004793	0.0184980509155	0.0195498225867	0.0233243919591	0.0301909947309
k	0.00252934765257	0.111494422637	0.6863265085	0.0741498930785	0.0783466514931	0.0113477306385	0.0106097178622	0.0137348601864	0.011460889877
a	0.000857585903857	0.0383875157457	0.6520161795	0.170837992693	0.102398432164	0.0108686745462	0.00814991962073	0.0113795265955	0.00510419729233
e	0.000289890034619	0.0138014330152	0.3952853265	0.274395374231	0.288703862388	0.00979515328207	0.00647453977358	0.00888702886517	0.00236737288078
s	0.000104235045873	0.00555745677173	0.165774548833	0.173010480077	0.622002397463	0.00630039319402	0.0201190411579	0.00568322862172	0.00144819704359
ò	4.20656017243e-05	0.00221185317108	0.0677739029443	0.0727067946923	0.794800275821	0.025765448398	0.025566703386	0.0100868438739	0.00104611716453
z	1.46678977281e-05	0.000744657481693	0.0246461882814	0.0355527880974	0.870301358607	0.034568738466	0.0198913891287	0.013797737958	0.000482504344843
i	5.97318772937e-06	0.0012638293714	0.0103670295271	0.0398136065658	0.640482084536	0.0385118651553	0.243257353043	0.0162777156527	0.0100205793883
k	2.86249479146e-06	0.00143385614465	0.00590933500903	0.0464197248553	0.438702793179	0.0684934683851	0.396955374348	0.0220040145509	0.0200786271294
à	1.00364431549e-06	0.00047869584707	0.00330998690301	0.0236286599518	0.370360257726	0.168629942795	0.300021861449	0.118406847184	0.0151627936098
i	3.8381452183e-07	0.000165744663357	0.00185410264834	0.0119541797506	0.157638394475	0.184372183265	0.446032880483	0.160399537728	0.0375826061033
o	1.7435950561e-07	8.33913027857e-05	0.000646867069113	0.00592187211687	0.0539685340583	0.0835615130883	0.720354650161	0.087798472576	0.0476645063678
b	1.0208421587e-07	5.04973697619e-05	0.000235780526704	0.00260773146296	0.0206844129194	0.0358399456961	0.844624550054	0.0752580088587	0.0206989037893
à	4.12849330233e-08	1.69511714363e-05	8.0832753668e-05	0.000873795570987	0.0089035331298	0.0140107184654	0.581991606251	0.38621078962	0.0079117118631
g	1.53430966411e-08	5.66565321427e-06	2.85409103227e-05	0.000297478159996	0.0038703621666	0.00842644305513	0.225268879984	0.758476329873	0.0036263184877
n	3.1497412447e-08	2.40627609126e-06	0.00350285384911	0.00600119826367	0.0048303099222	0.0287796013517	0.155599251661	0.590751579958	0.210532784096
o	5.58482574823e-08	2.16268716375e-06	0.00466019412768	0.00790213609222	0.00429485746907	0.0325653832606	0.11382935722	0.263731407986	0.573014458032
</S>	5.78849187412e-08	2.34925583187e-06	0.00233048633081	0.00395443055261	0.00216458097703	0.0163181733453	0.07283664861	0.174673420993	0.727719854016
