 	lo	sentii	che	viene	</S>
t	0.87571248	0.02002705975	0.0018730373	0.0256156091	0.07677178068
o	0.698107836667	0.24977047975	0.0107406286333	0.0131386689333	0.0282423520133
n	0.373876668889	0.575138406583	0.0246111342111	0.0125776266444	0.0137961676711
ì	0.194605782296	0.722226018861	0.0423808994037	0.0294781197148	0.011309160557
k	0.0774264162653	0.799865756287	0.0673421264679	0.0426649819049	0.0127006918523
u	0.0302807604551	0.556379352096	0.246467062156	0.132401240635	0.0344715699508
s	0.010601009438	0.206664771365	0.554722854052	0.179800840212	0.0482105146503
a	0.00356345342233	0.0829664959883	0.657893194684	0.202784493404	0.0527923662168
n	0.00121243455828	0.0288838889628	0.676748658228	0.240216531135	0.0529385344056
a	0.000422742464927	0.0105262367409	0.556545316076	0.359494397045	0.0730113504685
r	0.000158238729376	0.00398354173363	0.310570585359	0.585506952348	0.0997806668228
t	0.00127887109953	0.00301864291121	0.173985557786	0.644658830783	0.177058075608
i	0.00165250915481	0.00233831646707	0.072143058062	0.532113243594	0.391752885203
</S>	0.000826831259855	0.00117620972854	0.038508393231	0.436276251797	0.523212342602
