 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.93209878	0.0355315235	0.00807715115	0.0043066654	0.0012445119	0.00103662547	0.00292580103	0.0003574704485	0.001162657121	0.013258918005
a	0.71668608	0.0515039478333	0.208340359383	0.0110200542333	0.00403793316667	0.00140861830333	0.00168414409667	0.0001511107605	0.000421360031	0.00474641687167
d	0.349744411667	0.328583802611	0.287615433128	0.0240132364111	0.00479453616222	0.00142128832444	0.00170667079889	8.15727295e-05	0.000180566766333	0.00185845690356
e	0.179418322222	0.64675560087	0.116533575376	0.0441121744704	0.00439406982741	0.00191662853148	0.0047517228663	0.0002341895405	0.000472398034778	0.00141129481419
r	0.125715512741	0.66962050029	0.0500555744587	0.0958025061568	0.0199972189425	0.00853325084383	0.0241148159554	0.0008237642135	0.00125550061159	0.00408134470473
f	0.11606854958	0.57786763343	0.0286134203196	0.103653117052	0.0338834856475	0.0253765442813	0.0469009686518	0.00915480307117	0.0192077522039	0.0392737019016
ì	0.0926133716267	0.674742344477	0.0150631561065	0.0505482870173	0.0227134402525	0.0245359306308	0.0357113106373	0.0113904096528	0.0244967119502	0.0481850051829
m	0.0341809811422	0.861157514826	0.0150109588688	0.0316695153391	0.00783627807417	0.0082232096706	0.0138600797991	0.00380417248437	0.00818170754227	0.0160755424013
m	0.0326875758807	0.810018404942	0.0174220372896	0.0402789774464	0.00819016097806	0.0099934204802	0.0372494307664	0.00436451813246	0.00890806519076	0.0308873669251
u	0.0300478722736	0.695657768314	0.0289891970965	0.112274481482	0.0101477136594	0.0113286896267	0.0609044522555	0.00468185269415	0.00936042935025	0.036607529375
f	0.0101598448379	0.482049609438	0.103924284032	0.250270220494	0.0229242752198	0.0128997240089	0.0893960294185	0.00416347888138	0.00745198007008	0.0167605498583
è	0.0035227285393	0.212781083813	0.364427874677	0.275315843498	0.0279065560733	0.0131318506363	0.0829840291395	0.00386708328979	0.00660580544669	0.0094571614261
t	0.00120777221977	0.0860898699377	0.540919458226	0.301685884499	0.0161746716911	0.00569310267877	0.0409057470465	0.0014048299426	0.0024377963389	0.00348089446537
i	0.00041363477739	0.0331377759459	0.537353332742	0.350540844833	0.0430268412304	0.00655886039292	0.0258028643488	0.000593756628867	0.00105001651763	0.00152209629179
p	0.000138692815643	0.011507799197	0.406836438914	0.491500318278	0.0660412844101	0.00749923279764	0.0149633614496	0.000278852247622	0.000484317903877	0.000749737950597
ò	4.65554094543e-05	0.003861067897	0.321331660971	0.607282659426	0.0510528901367	0.00464896156588	0.0109626214665	0.000155624321541	0.000286803999959	0.000371186088532
r	1.56815488914e-05	0.00129043374233	0.294705920324	0.663508186475	0.0315687910456	0.00239508128863	0.00619326147217	6.19648735137e-05	0.00011544694732	0.000145227547511
k	0.00200059569018	0.00990428910778	0.178801373441	0.522519938825	0.0278775970152	0.0216615092295	0.0177948088241	0.0108517263918	0.0211792986578	0.187408844496
e	0.00266219368736	0.0127797252339	0.10642111598	0.418004436275	0.0598599680051	0.0447727110765	0.0607176552747	0.0147465373973	0.0286335905526	0.251402046065
t	0.000887467320009	0.00426611668758	0.0448572474933	0.483552778758	0.182852952668	0.0940054123588	0.0797294334249	0.00795104273243	0.0138849791842	0.088012545255
e	0.000295832535623	0.00142438079747	0.0208953132911	0.291531039586	0.336220944223	0.248603310786	0.0538175248083	0.00592935227748	0.00878794792807	0.0324943220183
e	9.8717225645e-05	0.000490691747157	0.00706362584703	0.118769382195	0.338136561408	0.448536213595	0.0686785602694	0.00319563675916	0.00331336199269	0.0117171947394
