 	mia	figlia	vuole	andare	</S>
i	0.740373025	0.218056493	0.00243024025	0.00846238234	0.03067782358
k	0.578702281667	0.400290284333	0.00698899251667	0.00334651580667	0.0106718782933
i	0.340167749556	0.636994294778	0.0167889641722	0.00187127353556	0.0041777136111
a	0.119610931619	0.850612531593	0.0268691907241	0.00102212523519	0.00188526378703
t	0.041438555973	0.878298900531	0.0769139602414	0.00195021253506	0.00139844144568
è	0.0156067152577	0.595356076844	0.378700193414	0.00852928471169	0.00180778888189
r	0.00801501901923	0.254874868948	0.717352071138	0.0181805645706	0.00157748329396
a	0.00489648403974	0.113836910483	0.767335647046	0.0869390965235	0.0269918457647
m	0.00170248748025	0.0399662532277	0.792807159015	0.123722032174	0.0418020519216
u	0.00057521941575	0.0144767326172	0.632364136338	0.293956030725	0.0586278606405
i	0.000206402965583	0.00493122256707	0.479833952113	0.443802700242	0.0712257115468
t	0.000159819016861	0.00188532600902	0.490100930704	0.466725623414	0.0411282975156
è	0.00013648185452	0.00080462743634	0.295070781901	0.684982774471	0.0190053071719
l	4.94628350733e-05	0.00031687928878	0.1202050223	0.871076058157	0.00835257152397
i	3.05911463578e-05	0.000149204906593	0.05693349915	0.787386169386	0.155500560641
n	2.13450255509e-05	5.1950725131e-05	0.0204329989	0.711025773129	0.26846794688
a	7.78696338197e-06	1.87253858103e-05	0.00799918343	0.691649491043	0.300324785627
p	4.05230876066e-06	8.33822323677e-06	0.00284408674667	0.661294163681	0.335849318542
à	2.18926493355e-06	4.63532864559e-06	0.00136130982222	0.751288587894	0.247343246181
i	4.61374345785e-06	2.87832548186e-06	0.000756267969073	0.651520285965	0.34771592206
</S>	8.08391072893e-06	3.07416499093e-06	0.000430888577037	0.496889177982	0.50266876103
