 	vuole	pianto	</S>
e	0.66593589	0.28442993065	0.0496341925
t	0.861455046667	0.120490027317	0.0180549423333
è	0.923267748889	0.069263009439	0.0074692866111
l	0.928380032963	0.0681387881463	0.0034812110137
i	0.603341829788	0.384148460715	0.0125097141479
k	0.205276852396	0.621275820238	0.173447319049
l	0.079295598132	0.677387956746	0.24331642635
a	0.0340970537207	0.590782945582	0.37512000545
m	0.0115503705302	0.406372691861	0.582076968483
m	0.0041735483434	0.348905887287	0.646920589494
è	0.0016350897478	0.212137632429	0.786227296498
n	0.0009607384626	0.107554430143	0.891484865499
o	0.000680952797533	0.053004399381	0.9463146785
</S>	0.000376479663766	0.0345987246905	0.96502482425
