 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
m	0.598686105	0.074749912	0.03796553935	0.0242959022	0.0139372929	0.013127639425	0.0086545602215	0.00708696963	0.0481824521545	0.173313588866
ò	0.843310235	0.0421611433333	0.01540858035	0.0104035083333	0.00503131565	0.004448259415	0.00298581428817	0.00238300101267	0.0160727066038	0.0577954028237
t	0.911752165	0.0411010924444	0.0108022707833	0.00621022764443	0.00206319543333	0.00153277629933	0.00108824601082	0.000804412022557	0.00536089652533	0.019284745013
t	0.809016088333	0.0539931008148	0.0324068815944	0.0223963672815	0.0366703909444	0.0188458622708	0.00375991251837	0.00643706897652	0.00342121794984	0.0130531681184
i	0.467379667778	0.361764810272	0.0433841371981	0.0275147192938	0.0482998705015	0.0247232312569	0.00477192544946	0.00833436177417	0.00277878391128	0.0110484986828
ì	0.160170625919	0.766977203424	0.0279391877327	0.0109506123646	0.0163899032472	0.00835900825697	0.00171986164849	0.00280151853706	0.00093245735656	0.00375963200727
r	0.0544368908663	0.909311834475	0.0201691372442	0.00467710882153	0.00552623879573	0.00279230621322	0.00058075459543	0.000936176869853	0.000312852753587	0.00125674955846
t	0.0243231768554	0.680005974825	0.0309376784147	0.0107895129072	0.0622501077519	0.0600266135273	0.0206527513557	0.0336800111505	0.0112043471945	0.0661298526059
e	0.0133790626585	0.575160121608	0.0630374028049	0.0131406444024	0.0814918985506	0.0791716446758	0.0273739666899	0.0446124784502	0.0148387506265	0.087794007192
è	0.0044804234482	0.771081507203	0.102854610935	0.00920764123413	0.0276049103402	0.0264628721749	0.00915949227897	0.0148903752642	0.0049515294729	0.0293065572792
t	0.0014941202762	0.843555369068	0.109359810312	0.00801496481138	0.00930555248007	0.0088262154058	0.00305700442369	0.0049646716893	0.00165149050487	0.00977075086122
t	0.0005601944235	0.711320023023	0.107048226771	0.00912076067046	0.0310179770034	0.0336340610331	0.0139093779943	0.0254274081169	0.0126348811465	0.0553270801633
a	0.000248418638713	0.427414727674	0.339707562257	0.0144335825568	0.0393203580678	0.0420787346777	0.0175889002881	0.0322857771336	0.0163081287142	0.0706137842378
s	8.31049616177e-05	0.233491992558	0.598319314086	0.0454937061856	0.0511747847559	0.0184970182259	0.00742912088603	0.0145968271392	0.00620157817007	0.0247125179293
e	2.78663309379e-05	0.111568086186	0.537577764695	0.249606223729	0.0629831809186	0.0120661068753	0.00490502202868	0.00878084261307	0.00284497631502	0.00963987350977
o	9.2956628433e-06	0.0462598447953	0.295405168565	0.601659194576	0.0385770996395	0.0072391784251	0.00316365204289	0.00307434908269	0.000977797174007	0.00363437906992
G	3.14708175643e-06	0.0170666079318	0.295528389855	0.637227231525	0.0413120705465	0.00436008317503	0.00168539495763	0.0011292384359	0.000367237728669	0.00132060654331
i	1.12710523881e-06	0.00716928284393	0.326435139952	0.437760097175	0.183362782516	0.0220991720917	0.0134997241292	0.00420438690863	0.00114986193622	0.00431841433444
u	4.0968871697e-07	0.00286354846464	0.146863394651	0.557657019058	0.232270154172	0.0303622483639	0.0179934269764	0.00519627166954	0.00138178888741	0.00541166443148
v	1.5000453569e-07	0.00110598979155	0.0551959398837	0.797734863019	0.122049299391	0.0131249941213	0.00660187261547	0.00179175322985	0.000476897170137	0.00191818184783
à	6.29994549767e-08	0.00040277466285	0.0271879502946	0.78831295434	0.172167084464	0.00680135237377	0.00333575769516	0.000812032783283	0.000255390912379	0.000724597733277
n	2.12051954889e-08	0.000151079636283	0.0285763490982	0.698979661447	0.262968191488	0.00593134822459	0.00227133668839	0.000584075701094	0.000191146305126	0.000346736084426
n	8.1883001913e-08	0.000646931948428	0.0672806820327	0.472368773816	0.278790537163	0.0476565795082	0.00860298888613	0.0161606112737	0.0415569359794	0.0669358738015
i	1.03707748104e-07	0.000824925459476	0.0697603076776	0.279264827939	0.365947529054	0.103024446503	0.013894703962	0.0217472982579	0.0554992564598	0.0900366129338
e	3.66516420013e-08	0.000310599913159	0.0265436866592	0.33882032598	0.442907509685	0.122988812168	0.0109043689873	0.00785340728597	0.0186910074839	0.0309802176279
A	1.27631178938e-08	0.00017214752772	0.0301842059864	0.550260441993	0.306037165562	0.0871051447227	0.00687415066243	0.00272761537866	0.00625506606997	0.0103840215693
n	4.80905075793e-09	0.000105172867993	0.0305511137155	0.712452270664	0.216107950854	0.0316290729076	0.00262787674081	0.000948564360887	0.00209763278066	0.00348036025577
n	3.06084855264e-09	4.32395694177e-05	0.0116021519585	0.475523075221	0.339810516951	0.110976061636	0.00758924776694	0.0099347324383	0.0140475479729	0.0304734824413
a	2.50717555088e-09	2.36688176392e-05	0.0052229656815	0.169524842074	0.38095991565	0.336582720545	0.031690833589	0.0159453074794	0.0186077843243	0.0414420366804
a	1.78784081696e-09	1.23804073797e-05	0.0018298191125	0.068755974358	0.305286325217	0.527061626848	0.064348167863	0.0095859593598	0.00687633769477	0.0162434893935
n	5.2820655439e-08	1.55968924599e-05	0.000804528394167	0.0554486631193	0.348812305072	0.520857735616	0.058783826621	0.00624405815327	0.00305069095159	0.00598258587117
k	1.56873891813e-07	2.43183824866e-05	0.000689177598056	0.0731688910398	0.366487145024	0.366780278539	0.030125253207	0.0144754688844	0.0335313351172	0.11471798673
ò	1.42910157604e-07	2.18423624955e-05	0.000607355422685	0.0726843803466	0.272531891675	0.248638569513	0.0476164867357	0.0323967729615	0.0632417617057	0.262260812243
r	5.51570065347e-08	1.02562466918e-05	0.000314591056562	0.0660870701155	0.332759840558	0.243380056504	0.0623071669119	0.0455837676538	0.0498200039019	0.199737196881
a	4.85321508449e-08	9.43843642393e-06	0.000128244301187	0.0463509000385	0.301694144186	0.334326848835	0.106284816971	0.0666662958846	0.044714168634	0.099825088427
ì	5.47649512816e-08	9.51223700798e-06	5.9421376729e-05	0.0245111100128	0.158915465395	0.287212567612	0.256347715657	0.139670035295	0.0635778535447	0.0696962811423
c	8.32673397605e-08	3.85218413599e-06	3.18696195763e-05	0.0375521133376	0.213630681798	0.186033370537	0.288376325219	0.166385695098	0.0786543725149	0.0293316571474
h	8.01803962868e-08	2.04547777866e-06	6.82028608588e-05	0.0384331267792	0.226224927266	0.206009140179	0.193921915073	0.116538838366	0.0693861621716	0.149415544149
e	3.76826641289e-08	1.11136343929e-05	0.000119739876953	0.0163003714264	0.114227601022	0.17076565806	0.139655778358	0.247977312789	0.0709997373905	0.23994263805
n	2.42395854763e-08	1.36615506796e-05	8.75367805177e-05	0.0064299197088	0.0421270409407	0.148104647353	0.208788579453	0.378623164263	0.0735982691302	0.14222716835
a	9.23459818543e-09	4.88271614187e-06	3.15655784392e-05	0.00241015503827	0.0171709722569	0.119514825451	0.236754135151	0.459200314754	0.0846051563767	0.08030799845
