 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.444598722	0.1011665975	0.00627288015	0.0327412945	0.0096652105	0.0683141995	0.337241093
ì	0.554853500667	0.258597729167	0.00854330248333	0.0247525668333	0.005836638	0.0284007319333	0.119015528333
s	0.356957280222	0.523410816389	0.0121513186611	0.0336153559444	0.0081390705	0.0176219897444	0.048104154111
i	0.152218633407	0.74571165213	0.0180779200537	0.0353265883148	0.0094393354	0.0150757242481	0.024150132937
f	0.062240673469	0.879373074043	0.0167361083846	0.0182430743049	0.00468647233333	0.0078233864827	0.0108972100957
a	0.0215607431897	0.923238308014	0.0299610298282	0.013923875635	0.00267595151111	0.00394489799423	0.00469521524857
m	0.00730461061223	0.939806019338	0.0342879271094	0.011704648545	0.00187214073704	0.00248184653141	0.00254287993952
ì	0.00244327474928	0.959749173113	0.0228897855365	0.0110892148483	0.00101490143568	0.00142680277714	0.00138693656984
g	0.000840248707627	0.962431507704	0.0191553725788	0.0137550329494	0.00101523626856	0.00171530842571	0.00108735008995
l	0.000870248664209	0.860878672568	0.0163071642596	0.0252447489831	0.00603380982285	0.0049275471419	0.0857378278633
i	0.00088393103607	0.628077487523	0.0975675800865	0.0615353789944	0.020921715941	0.0128439603806	0.178169945954
a	0.000323999243007	0.340044867174	0.304016066696	0.168630714665	0.0461362053137	0.0146306974602	0.126217424885
e	0.00010800500715	0.117488591725	0.381384048899	0.326497431555	0.118203255105	0.00999729448673	0.046321358195
n	3.60156624543e-05	0.0417931427417	0.2214580533	0.449361083852	0.243167321702	0.0249633788289	0.0192210397317
è	1.20207847281e-05	0.0157263502139	0.0838345804333	0.504713357951	0.260600810567	0.125332202943	0.0097807240439
c	4.51215744603e-06	0.0062361198713	0.0364570585778	0.46661780265	0.190174720189	0.291230724314	0.00927907214797
h	2.10130261534e-06	0.0209586626238	0.0341762779593	0.391757400883	0.217315230063	0.283355713105	0.0524346040493
i	9.23782895113e-07	0.0251220583026	0.0320457278864	0.244149822294	0.223162830021	0.198005542702	0.27751309135
n	4.33381206871e-07	0.00840625894497	0.0109898131955	0.0873415254313	0.22983970334	0.316133247567	0.34728903245
a	1.44785243514e-07	0.00281048595909	0.0040391643185	0.0332392157238	0.200192885113	0.542116049189	0.217602062817
f	4.9119866428e-08	0.000944767552897	0.00155123903617	0.0116103576879	0.0983843870377	0.673449006396	0.214060194272
à	1.71299697917e-08	0.000316792974822	0.000587093066723	0.00450829429597	0.0515675410126	0.768013225465	0.175007028091
i	6.0859236129e-09	0.000109813911931	0.000259848386908	0.00191489438532	0.0202511978709	0.627893798488	0.349570429364
</S>	3.58098465645e-09	6.09146584655e-05	0.000207608173454	0.00103729082266	0.0112890292355	0.412317334244	0.575087834682
