 	il	muro	vuole	uno	specchio	</S>
o	0.687144925	0.2680446035	0.0022107232	0.00325981185	0.00368653298	0.03565345145
t	0.485010958333	0.4954014345	0.00399225056667	0.00189683221667	0.00151478569667	0.01218378349
ì	0.285205984111	0.690834844833	0.0161214549556	0.00251969110556	0.000849825505557	0.00446824607
c	0.147087486037	0.782504648278	0.0555491459852	0.00802761903519	0.00274680382519	0.00408432422333
h	0.112797830346	0.737596482759	0.0673039986617	0.0109338065451	0.0237697990417	0.0475981220744
o	0.0718714379487	0.481612545253	0.297780666221	0.0224683503817	0.0541353883472	0.0721316140248
t	0.0246247420429	0.189892068751	0.65384386874	0.0446838654606	0.0481416301157	0.0388137956749
è	0.0085367769243	0.0787289041837	0.825743656247	0.0447077098202	0.0224823687052	0.019800595225
l	0.00311389484143	0.0268667835946	0.888103785416	0.0609238426067	0.00969927103507	0.0112924425083
i	0.00112314709381	0.00923498416487	0.698091935139	0.232066775536	0.0449871818117	0.0144959849361
n	0.000388731892027	0.00311795387829	0.521248771713	0.378864981845	0.0765666319372	0.019812931312
a	0.000132438285099	0.0010712813371	0.367137053904	0.528679717282	0.0858786319791	0.0171008894373
n	4.7098507833e-05	0.0003635127047	0.139593093635	0.687765839094	0.15447254066	0.0177579371458
g	0.000277766338411	0.00152021123957	0.107697896878	0.533211079698	0.19652664022	0.160766401382
h	0.0116875372928	0.00850484874652	0.138253178959	0.252748735233	0.145165747407	0.443639937127
i	0.0152299256511	0.00943904910627	0.0933649286997	0.219518520411	0.209790249802	0.452657335709
a	0.00507788102065	0.00314904787419	0.0316588571132	0.32800527347	0.398117149934	0.23399182057
l	0.00169283177815	0.00105019480794	0.0108575787344	0.249848786157	0.581096016645	0.155454635523
ì	0.000564305317894	0.000350206731288	0.00385638610813	0.114454853719	0.465145441215	0.415628855174
</S>	0.000282161465041	0.000175145755796	0.00218783105407	0.0830165718595	0.247489524107	0.666848812587
