 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.72480478	0.1794168425	0.0341736969	0.000857780295	0.00922911008	0.0242842465	0.027233566
n	0.422873700667	0.489074004167	0.0407383909667	0.000830007228333	0.009039206	0.0215647199133	0.0158799244733
a	0.147995157012	0.702731281389	0.128968085656	0.00247756334278	0.00342547457333	0.0076786257511	0.00672371429777
a	0.049450682104	0.47447166613	0.456647621885	0.0108325424476	0.00164353821778	0.00307080829703	0.00388312109926
f	0.016610461828	0.181861573043	0.717706240628	0.0791872901492	0.00104799189926	0.00177606751234	0.00181041903309
o	0.00567793172933	0.0717502090143	0.783734456876	0.132083598383	0.00164928203309	0.00286185803745	0.0022426706777
r	0.00199725742311	0.0315023745714	0.841595218959	0.114205612461	0.00227532221103	0.00554078647915	0.0028833912259
à	0.000717698077703	0.0124182644238	0.903307029653	0.073583228487	0.00165386323034	0.00529214829305	0.0030277420753
s	0.000263113801234	0.00487404230127	0.932780699884	0.0441283491623	0.00408566570345	0.00870140523102	0.0051667010251
o	9.41148587447e-05	0.00189415564376	0.790468689961	0.107423716387	0.0327720669011	0.021066254077	0.0462809650084
t	3.58768225816e-05	0.000808301435253	0.46640123332	0.352274878796	0.0757085503004	0.0361353180257	0.0686358330028
o	2.43895231939e-05	0.000291337351418	0.187798724107	0.479413639599	0.234545003433	0.0559915160086	0.0419353913343
t	2.79038760646e-05	0.000113243060473	0.068137777169	0.430896076533	0.381578291144	0.0850914086695	0.0341552884448
s	9.26315713549e-05	0.00145538809449	0.0374983241897	0.583893658844	0.263095895048	0.0757189402232	0.0382451791483
o	0.000117884008785	0.00234266529816	0.0301372123966	0.504621684948	0.137871836349	0.0525064730744	0.272402250383
m	5.6982582595e-05	0.00123425548872	0.0144251068755	0.208273716983	0.26323195545	0.148636636691	0.364141340128
ì	2.58179206983e-05	0.000418834432573	0.00543656670183	0.0914548592277	0.306326491817	0.217238635564	0.379098793376
p	9.62509147943e-06	0.000143693263824	0.00226391359794	0.0312739689759	0.349221437272	0.219337908521	0.397749437792
à	3.34342004981e-06	4.86931564413e-05	0.00097090162998	0.0108373042686	0.357783617424	0.313679226174	0.316676895931
s	1.17499677094e-06	1.70109892471e-05	0.00053743995266	0.00368078829287	0.241613964141	0.497167732058	0.256981885977
s	9.67318620131e-06	0.000114883957649	0.00940073732689	0.00434587635762	0.207660008047	0.448033864019	0.330434962659
i	1.30009897671e-05	0.000147703558983	0.0123532058123	0.00451473812154	0.121272061349	0.251851564673	0.609847720886
n	4.83588780837e-06	4.95419350003e-05	0.0041237088216	0.00151209541728	0.075140675783	0.380116878224	0.539052276962
i	2.00213498879e-06	1.65505762711e-05	0.0013815777837	0.000505237191327	0.0580897119277	0.457476112741	0.482528842321
m	2.05417129626e-06	5.84925682203e-06	0.0004738060629	0.000169633288276	0.0304569659759	0.440693440914	0.528198280774
è	1.70135697542e-06	2.25976389568e-06	0.000165915149033	5.7429059842e-05	0.020409291992	0.648809216971	0.330554186925
r	5.88816955807e-07	8.97877296893e-07	5.75939170777e-05	2.29765929973e-05	0.012074848864	0.85159185899	0.136251212642
a	6.14268039269e-07	5.10244108964e-07	2.49988356926e-05	1.14254878391e-05	0.00536329992133	0.614002453663	0.380596694547
</S>	9.23553319634e-07	3.67739454482e-07	1.94828948463e-05	5.80244517955e-06	0.00285681511067	0.315937827831	0.681178797274
