 	devo	pulire	l	albero	</S>
è	0.679099835	0.214007767	0.0289551063	0.04139910415	0.036538167
n	0.408953068333	0.485786262333	0.0340923294333	0.05092438005	0.0202439528667
a	0.174828919378	0.739409687444	0.0440825704778	0.0324163096833	0.00926250975557
k	0.0584142535993	0.849850979148	0.0644009301593	0.0222049308944	0.00512887268519
a	0.0195640588564	0.738643959716	0.212981760053	0.0241325189648	0.00467768706173
t	0.00662402224547	0.544873203239	0.393898186684	0.0440220683216	0.0105825250206
à	0.00257453602516	0.39082798108	0.465001962228	0.127426816107	0.0141686963402
r	0.00178915214172	0.36571179036	0.438482204076	0.184437472036	0.00957936244673
o	0.00122427217051	0.29620636712	0.554774718025	0.125492007345	0.0223026351489
t	0.00040934884839	0.101065866573	0.711276239342	0.154999629115	0.0322489517163
o	0.000145174919083	0.033889303381	0.726401113114	0.215041633038	0.0245228025721
n	5.79594765277e-05	0.011386909229	0.548926851038	0.415538384346	0.0240899071907
à	2.07134208659e-05	0.00382521367767	0.233262253679	0.741402544782	0.0214892723969
r	7.73793521197e-06	0.00146297344856	0.091164987093	0.892638094927	0.014726194799
b	0.000491954713471	0.00406445454952	0.0428379008977	0.895253064976	0.0573525815997
u	0.00065296114227	0.00475263445374	0.0250406036326	0.574905704992	0.394648053867
r	0.000218344055137	0.00162091211181	0.0106525704775	0.407517298331	0.579990887956
o	7.4378535079e-05	0.000579030239437	0.0058814876925	0.355389907777	0.638075232652
</S>	3.87649376895e-05	0.000295971387969	0.00348740224625	0.192954266389	0.803223641326
