 	è	che	è	entrato	da	qui	</S>
è	0.6999303	0.1836320695	0.05848067615	0.02383734322	0.007094563075	0.01851536695	0.00850968025
n	0.529734216667	0.3309991965	0.0692094587167	0.02733002574	0.0112617431917	0.02322516465	0.00824016991667
a	0.330985335189	0.3220045155	0.169672826239	0.02792013858	0.103981135064	0.0301599462167	0.0152760601389
m	0.113090660863	0.287716791833	0.275255588746	0.0457669515267	0.188694951688	0.0489831244056	0.0404919240463
b	0.0489721674543	0.229526459278	0.192185543582	0.0565943755089	0.133768880563	0.0402064824685	0.298746116349
ì	0.0366706054848	0.0904513420927	0.112477648527	0.22970368017	0.126477340188	0.0190548384895	0.38516456545
k	0.0394028558283	0.0456274253642	0.082134150509	0.352485340057	0.224265980063	0.0290073151632	0.227076958483
e	0.0288849119694	0.0280695088416	0.0406862005763	0.203883812919	0.509155743354	0.0311413553877	0.158178482494
a	0.00969473620643	0.00938718016737	0.0144908169988	0.0768997932063	0.590123171118	0.226245049796	0.0731592278313
p	0.00360137039214	0.00319225428912	0.00598236484627	0.0337061804021	0.308295775039	0.607217659932	0.0380043649438
ò	0.00152936088071	0.00110096242771	0.00250214432876	0.0118912831674	0.11828077468	0.841791663311	0.0229038013146
t	0.000535282446603	0.00037104217177	0.00112710681959	0.00425098451913	0.0426992344767	0.933147854437	0.0178685137715
t	0.00250102658523	0.00113341248846	0.0398335767165	0.0356099619364	0.0202696184089	0.739825151479	0.160827293257
u	0.00315706618674	0.00138744057126	0.0527179444355	0.0460958517055	0.0131932394696	0.35792639716	0.525522077752
</S>	0.00158001373087	0.00069395739829	0.0263659105128	0.0231493624427	0.0075571912348	0.19927836858	0.741375188876
