 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.88723728	0.0271120535	0.00421097995	0.011856221835	0.0022897666285	0.00271304443775	0.005180449325	0.014118588395	0.0452815931225
à	0.955891023333	0.0145110350667	0.00192760370667	0.00439366830167	0.000782060289833	0.00091346413075	0.00176490323833	0.00471815401023	0.0150980492455
o	0.737584444444	0.241346053256	0.00871872355889	0.00407376476722	0.000565677491278	0.000399296526583	0.000662755609443	0.00158160279864	0.0050676687565
c	0.377613291481	0.603080417752	0.011978790253	0.00407308634241	0.000488556771426	0.000227323255194	0.000279918298481	0.00053652812288	0.00172209969283
e	0.19331999716	0.775569105917	0.0189217498177	0.00617905533414	0.000871518431475	0.000464872374731	0.00335743574483	0.000437462207627	0.00087879778661
r	0.0892068150533	0.847112648639	0.0435931959392	0.0127560311114	0.00120105885383	0.00063839472491	0.00441523685494	0.000469776739209	0.000606883963203
k	0.122385254351	0.761939879546	0.0503680186464	0.0204233937038	0.00439597559461	0.00529785697497	0.00581593122498	0.0145076897597	0.0148660686887
è	0.133064796584	0.746071943182	0.0426650718821	0.0204730850679	0.0054505431982	0.00681187267166	0.00666499897499	0.0191505550799	0.0196471617196
o	0.04457854018	0.613083027727	0.285063326294	0.0347308231893	0.00368738106607	0.00278680437055	0.00287684255833	0.00647336251663	0.0067199008632
n	0.0148698355603	0.362519279242	0.562813888765	0.0491738590631	0.00316552708869	0.00150184795018	0.00126347863944	0.00230883308888	0.0023834035464
t	0.00534390550177	0.427203499747	0.489061896255	0.045440920021	0.0061767072629	0.00548568467673	0.00342511199981	0.0109662526163	0.0068959656408
a	0.00216438971376	0.350873876582	0.534365185418	0.059256639007	0.0106651580876	0.00736661799224	0.0113230879999	0.0146261378054	0.0093589111136
è	0.000721983706637	0.129174168094	0.583118061806	0.250129729669	0.0110560391959	0.00341740779741	0.0123315076666	0.00586566398847	0.0041854557712
n	0.000240878761119	0.0543551549313	0.559725433935	0.367099046556	0.00803039399863	0.00150096066914	0.00544557918887	0.00210819954749	0.0014943575444
a	8.10059646963e-05	0.0285113875104	0.503866357978	0.379741702185	0.0755440689329	0.00638320559305	0.00428110636296	0.00082039259383	0.0007707890888
m	2.76006703574e-05	0.0099818629968	0.276038589326	0.580123084062	0.118430996311	0.00973689586435	0.00412540437765	0.00095570904461	0.000579856596267
à	9.22484554713e-06	0.00348440775893	0.138145163109	0.776765428021	0.0716361561037	0.00579404912145	0.00286176064922	0.0010023248482	0.000301526028756
k	3.08325061304e-06	0.00127919572698	0.066749894703	0.882313542674	0.0425908780346	0.00373973730715	0.00242427736307	0.0007265180494	0.000172923016252
