 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.85957712	0.0033937521	0.0048472633	0.0118221549	0.0041996783	0.0022609336815	0.004520645076	0.00538971805	0.103988773291
ò	0.94352341	0.00795584643333	0.00395437496667	0.00425159562333	0.001529109362	0.0007664098355	0.00152541134367	0.001822215208	0.0346716369133
z	0.96528146	0.00998125281111	0.00930686252222	0.00174638999778	0.000727448639333	0.0002640098977	0.000513775494057	0.000617870852333	0.0115609493929
i	0.732500236667	0.225560109937	0.0328616598407	0.00313081706593	0.00114871386978	0.000332696254433	0.000255012719852	0.000278837302444	0.00393191579713
m	0.339285186556	0.418228336646	0.222834347947	0.0123358453553	0.00463902182326	0.000466114991478	0.000397366749951	0.000355709460815	0.00145802284571
i	0.123076674085	0.483826645549	0.364745782649	0.0190673271184	0.00682069937442	0.000783242147159	0.000531169049984	0.000451552776938	0.000696872945237
n	0.0417892015783	0.44480355185	0.47428102755	0.0278412210395	0.00903377889147	0.000924676579053	0.000523534459995	0.000385357882313	0.000417661181746
o	0.0140431605994	0.25623504395	0.668518252517	0.0448224893465	0.0128896229638	0.00162709455635	0.000723929263332	0.000653024494104	0.000487390833915
m	0.00474581671647	0.150296567983	0.745178740839	0.0763009954488	0.0184603036546	0.00235814068545	0.00115503312111	0.000862737441368	0.000641666581305
i	0.00159398714649	0.073395227661	0.788337103613	0.110660528483	0.0192785598849	0.00267043542848	0.0014232654737	0.00172516305712	0.000915739373768
l	0.000543850423163	0.048836710887	0.635841137871	0.250899366161	0.0452344076283	0.00772135624283	0.00436432862457	0.00409948778571	0.00245936932459
ì	0.000634693534388	0.0371674802957	0.458922945957	0.419394222054	0.0573983715428	0.0109097460809	0.00588437810819	0.00497912599524	0.0047090158082
s	0.000660312987296	0.0155765956652	0.358966635319	0.524733754018	0.0731335595143	0.0104078296936	0.00538464860273	0.00655527783175	0.00458134610273
i	0.000222140838265	0.00611564682173	0.19629503044	0.644473198006	0.105410219838	0.0315294352312	0.00604609200091	0.00656898647725	0.00333923430091
a	7.5556487655e-05	0.00226439775391	0.08945780248	0.570309439335	0.179778289946	0.143459005077	0.00839445813364	0.00352471489242	0.00273634806697
t	2.8144407785e-05	0.000872649569303	0.03433269136	0.324708126445	0.463237609982	0.165296839692	0.00794897967788	0.00208293616414	0.00149201116632
ù	1.17957207217e-05	0.000331632802768	0.01318800862	0.157080792148	0.753885669994	0.0681145722307	0.00470006819263	0.00211793765471	0.000569498312773
t	3.99857027173e-06	0.000149279992589	0.00528970954	0.126883840716	0.816737556665	0.0406751470769	0.00708950906421	0.0028638138849	0.000307119897591
t	2.70805266174e-06	0.00248515998086	0.00630138454667	0.125802542239	0.723968752222	0.0583658860256	0.0205915613547	0.0085108700283	0.0539711203459
o	2.87410272058e-06	0.00326036924372	0.00633858880556	0.0752297100797	0.475953367407	0.266409277009	0.0764184277849	0.0180000916761	0.0783872914486
p	1.55875106653e-06	0.00108788517501	0.00228163144852	0.0325437037599	0.266772249136	0.507476892336	0.124055712595	0.029327478892	0.0364528868162
r	9.80369015177e-07	0.000566735335337	0.00291223803951	0.02731676832	0.327034059712	0.387312142112	0.134870390865	0.0407020852973	0.0792846172721
à	1.25580597173e-06	0.000403563266446	0.00972461267984	0.0401665857733	0.317556098237	0.155167782704	0.207522620288	0.0544225040991	0.215034985757
m	9.01245568577e-07	0.000149283355482	0.0100160437666	0.0344989217578	0.230216531079	0.0906546649013	0.359184126763	0.0717486246997	0.203530920586
m	7.84679000859e-07	0.000637381197161	0.00922109212887	0.0421308730859	0.28232784036	0.0733278603004	0.372129225588	0.0629521922332	0.157272775529
a	1.28247720029e-06	0.000797018910287	0.00881266833729	0.0407958402986	0.213442205787	0.0626706721001	0.293031091863	0.106796768078	0.273652441843
m	9.81464266097e-07	0.000266525528319	0.0029494932921	0.0136886626395	0.0765517545957	0.0649585607	0.280226263954	0.287557499359	0.273800260614
e	4.31365454699e-07	9.03366944297e-05	0.0009923769457	0.00464965567983	0.0299142926652	0.0518304502333	0.267392947985	0.45921353312	0.185915973538
t	3.61380818233e-07	3.16088543966e-05	0.000340105701567	0.00159712774761	0.0107236415551	0.0275838714111	0.190415459328	0.646056594373	0.123251188846
i	2.56454385078e-07	1.12347971522e-05	0.000120666211189	0.000577507701537	0.0039604082417	0.0117666683037	0.103020801109	0.810104914791	0.0704375119487
n	1.49390914026e-07	4.40914247407e-06	4.63992794963e-05	0.000232054800512	0.00146121486723	0.00569422992123	0.0663006583697	0.869560538264	0.0567003119829
A	1.02885120675e-07	1.94215424802e-06	2.43649625988e-05	0.000542117538837	0.00430268788574	0.00553310296041	0.170551696123	0.782996126088	0.0360478579943
n	4.16397898917e-08	1.09376839374e-06	1.64618529829e-05	0.000643759283279	0.00523373816191	0.0053190777868	0.206788472374	0.761683955363	0.0203134186648
n	1.66928911639e-08	1.92494800898e-06	1.5210853111e-05	0.00090182796476	0.00289725052064	0.00809671072893	0.127886644458	0.748650128454	0.111550301555
a	7.40435517921e-07	2.38170303633e-06	2.18422887037e-05	0.000988573478253	0.00211797995021	0.00895135329831	0.0934973641527	0.499795672818	0.394624103852
</S>	1.47125680896e-06	1.46088356816e-06	2.15777743518e-05	0.000499626574127	0.00110195324011	0.00453279573215	0.0486375610764	0.360224216409	0.584979321926
