 	non	ho	cosa	a	fare	</S>
e	0.30834674	0.3202129575	0.0343508812	0.0106273249	0.187578274035	0.1388837798
n	0.230811905333	0.5794523325	0.0687900604	0.0080920259	0.0645453507017	0.0483082906
è	0.095477149111	0.7777696575	0.0736170111333	0.0100747969667	0.0251350832339	0.0179262974333
c	0.0699679867037	0.7864049725	0.0750987313778	0.0218848079889	0.0300186054113	0.0166249122444
h	0.0811269739012	0.604536244167	0.183692260459	0.0358151919963	0.0349005114704	0.0599288174148
o	0.0557807152757	0.323100179389	0.392720540153	0.0917248199988	0.0208777391568	0.115795995805
t	0.0187391970106	0.113115137363	0.600723933384	0.148273003333	0.0142853597189	0.104863370602
i	0.0063735235602	0.0402079456543	0.489067713128	0.346367754444	0.0458849562396	0.0720980888673
k	0.00220731894673	0.0137518010381	0.239047246376	0.605636471481	0.0632736284132	0.0760835262891
à	0.000810647435577	0.0050477868327	0.129318921025	0.511842693827	0.277352175804	0.0756277920964
m	0.000320618288526	0.00238894517757	0.0448167499083	0.363211684609	0.534140491935	0.0551214970321
i	0.000150669787575	0.00126965401186	0.0163920161894	0.25312372587	0.403589032312	0.325474875344
</S>	7.63616758875e-05	0.00064104253493	0.0083207914247	0.134024884435	0.247145868656	0.609791037672
