 	e	che	cucino	</S>
c	0.4181814	0.098252857	0.33234609	0.15121964
e	0.43566381	0.158795305667	0.263181906667	0.142358956667
p	0.35775449	0.389534045222	0.140349664556	0.112361791222
u	0.176760658	0.576100881741	0.146943267185	0.100195212741
m	0.0719930116667	0.654801073914	0.169911835728	0.103294076247
a	0.0290514624556	0.534268297971	0.338129925243	0.0985503040823
r	0.0119233433852	0.30007840599	0.577796255081	0.110202004694
è	0.0059414972284	0.193995114897	0.63266854836	0.167394844898
o	0.00257229089747	0.0662751306657	0.552429872787	0.378722728299
</S>	0.00129181653073	0.0336736345329	0.446395046393	0.51863953415
