 	la	pasta	vuole	sale	</S>
i	0.78660438	0.136845926	0.00425006798	0.0223000909	0.04999948225
p	0.657659826667	0.298417598667	0.0137441139933	0.0111007869	0.01907764095
à	0.397848895556	0.567047656222	0.0201311123311	0.00719426583333	0.00777807693
s	0.171542962519	0.704281398741	0.111360921777	0.00854749781111	0.00426725289
t	0.0918251348397	0.65942649958	0.144497157259	0.0132396052704	0.0910116269633
a	0.0529331933799	0.450076236527	0.27541335242	0.0694810427568	0.152096187321
t	0.0185621245866	0.170939244076	0.613189417473	0.0978661975856	0.0994430214403
è	0.00715874708887	0.0589531042587	0.796394039158	0.0869550858619	0.0505390036468
l	0.00335899619629	0.0203711937962	0.749854969719	0.206229248621	0.0201855724823
i	0.0012096152321	0.00689207999873	0.48529649324	0.47032504954	0.0362767595941
à	0.00044812864835	0.00235998801228	0.202873227913	0.753174716513	0.041143900098
l	0.0001501613941	0.000787118866393	0.0756674271377	0.907227738838	0.016167477266
a	5.32276535333e-05	0.000264829906398	0.0338148752126	0.679133849613	0.286733169422
</S>	3.02923995166e-05	0.000135432070199	0.0190951853563	0.418178879807	0.562560184711
