 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.467254495	0.275774225	0.16997822	0.002185763035	0.00523349255	0.001303650365	0.014437404885	0.063832707305
n	0.229849862667	0.436976135	0.290343413333	0.005138283545	0.00972306018333	0.00132092963167	0.00502132423833	0.0216269539717
è	0.082069887889	0.395525161667	0.496735404444	0.005274275915	0.00975623472778	0.00130166695389	0.00186806274744	0.00746927438057
r	0.0284454329963	0.198672317556	0.761440124815	0.002266978435	0.00549135937593	0.000491234547963	0.00065636622048	0.00253613711569
t	0.0572495986988	0.088814231852	0.608307084938	0.00822328554167	0.00676540625864	0.0113332852693	0.0281544683968	0.191152588304
i	0.0668110578583	0.055317603284	0.545812548313	0.0159052051806	0.00685534441955	0.0156330420898	0.0383489781323	0.255316180268
s	0.0224380896614	0.0641789230947	0.645301869438	0.116502311727	0.0250958278065	0.0210280213633	0.0162216358108	0.0892332875893
t	0.0172147093038	0.0966336360316	0.477773623146	0.208648617242	0.0342601379355	0.0316517631211	0.0439660480369	0.0898514591964
e	0.0153503916579	0.0705339095105	0.391434854382	0.340602949081	0.0200705876452	0.0213646551737	0.0517763720123	0.0888662813988
s	0.00512615438607	0.0240601045035	0.251753371794	0.564607109694	0.0720953988817	0.0263903278579	0.0209499106708	0.0350176394663
e	0.00172251423612	0.00835031306783	0.0939200492647	0.649261859898	0.179969329627	0.0376757016193	0.0118573367903	0.0172429046554
t	0.000586903239007	0.00296959999261	0.0374519136016	0.478588066633	0.406093436542	0.0532486628731	0.0104757154968	0.0105856907185
t	0.00152555627597	0.00531396390087	0.115499003381	0.214234322878	0.440930572181	0.0609114829577	0.0388855341656	0.122699565239
à	0.00184034804532	0.00672912176696	0.163092171127	0.112433861626	0.261423980727	0.105049756319	0.0681230867219	0.281307668413
e	0.00061641963174	0.00290547243772	0.076185486579	0.070487460542	0.335461793576	0.23681974544	0.052147721574	0.225375876804
v	0.000205574173951	0.00097247427564	0.0254558660837	0.0252667508473	0.399181297859	0.42285394848	0.0410369531913	0.0850271058347
ò	6.86598115517e-05	0.00033108891888	0.00853734420523	0.00927953108243	0.25352233762	0.63905959616	0.0550347230638	0.0341666931782
s	2.29956529762e-05	0.0001145927622	0.00289082978164	0.00341776551348	0.128992000873	0.791613695387	0.0572897690213	0.0156583303927
t	1.3452029621e-05	0.000357612563973	0.00183817515045	0.0156974718572	0.075076555291	0.633555818462	0.0725263610071	0.200934524464
e	1.03447325937e-05	0.000439195015358	0.00149468609615	0.0198095851324	0.035328700097	0.319416919487	0.257854507002	0.365646054821
m	3.5237112689e-06	0.000147042426699	0.00050673285035	0.00663821212413	0.0141946813657	0.296443099829	0.408050642334	0.27401607494
a	1.26472716397e-06	5.12545507797e-05	0.00017149901275	0.00227536876804	0.0065509849769	0.263841301276	0.514150264111	0.212958061647
r	5.11884834457e-07	1.93644814132e-05	5.970378605e-05	0.00081228261578	0.00231725126063	0.116636618425	0.68198154137	0.198172713882
è	1.72163086199e-07	6.54401272673e-06	2.03950878033e-05	0.00027223205156	0.000921385893543	0.0635779208083	0.757172190457	0.178029124627
o	6.47055029797e-08	2.41713832791e-06	1.19776565878e-05	9.19249794533e-05	0.000352664674514	0.0255714084028	0.621912023486	0.352057494876
</S>	4.29968354899e-08	1.54711713896e-06	1.36577677939e-05	4.65959633267e-05	0.000186772812257	0.0139633844014	0.458017301743	0.527770697438
