 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.69668094	0.221439212	0.0357745309	0.00091843769	0.005024748	0.0054292117	0.0142088905	0.020524043
n	0.390056469333	0.533811124	0.0418148163	0.000970418123333	0.00488833072667	0.00528875475667	0.0121758376767	0.01099423338
a	0.134803591858	0.708572241333	0.139652834767	0.00382458764111	0.00225676126889	0.00204975637556	0.0043574252689	0.00448278127333
v	0.0450281188193	0.581393293778	0.348824384922	0.0181403132137	0.0014009438463	0.00097156750852	0.00193841322297	0.00230296022111
o	0.0150616759858	0.353916854593	0.589582978307	0.0356253847379	0.0016417814721	0.00084851435284	0.00146520714099	0.0018576057037
r	0.00507791159793	0.145338690198	0.769694242769	0.0722397929126	0.0023975344907	0.00108766438428	0.00201845891366	0.0021457057679
à	0.00188076221598	0.0527275763993	0.865458634256	0.0733210716375	0.00179575256357	0.000736144181427	0.00197271263789	0.00210733345597
s	0.000808580501993	0.0194355101998	0.933142164752	0.0367011372125	0.00304942798786	0.00120296094714	0.00274414481263	0.00291604885199
o	0.000307490938598	0.00723643299993	0.925829371584	0.0431155750708	0.00997392732929	0.00178844168238	0.00434362343754	0.00740514571733
o	0.000120833217466	0.00277738190998	0.675064327195	0.103881178357	0.188087899443	0.0113163685608	0.00695953764585	0.0117924869058
t	0.000107313239155	0.00124449242999	0.323653675732	0.357120686119	0.281825369814	0.0188142328536	0.00882303321528	0.00841117670193
s	0.000168038523052	0.00367125289333	0.154244526577	0.657685628706	0.139549154605	0.0120328722845	0.00852240173843	0.0241261063006
o	0.000147918277684	0.00517868973111	0.085372786859	0.536885292902	0.0925136982017	0.0095572747615	0.0211247549128	0.249219588767
m	7.6639648228e-05	0.00275433654704	0.047102252953	0.361401464301	0.187988198067	0.0261905285872	0.0585269149709	0.315959686256
ì	4.61770904093e-05	0.00104871205901	0.0239609049843	0.275031404767	0.282316866022	0.0442047681957	0.0925836249903	0.280807558752
k	1.87614099564e-05	0.000446152589137	0.0132993504748	0.102941534589	0.432895822007	0.104050457399	0.0787646949968	0.267583225251
u	7.25160110547e-06	0.000151134715846	0.00457237989827	0.040327636063	0.527849410669	0.175431529133	0.0813605949989	0.170300087417
à	3.32650352449e-06	5.25247748153e-05	0.00163825247076	0.015404193728	0.354855048556	0.224195846378	0.272334001666	0.131516830806
i	3.4999051975e-06	1.79416428384e-05	0.000606685868253	0.005186084383	0.177590437852	0.349393462126	0.364499647222	0.102702258602
k	4.09232866583e-06	6.56458316947e-06	0.000264527992084	0.00177837856067	0.108164044617	0.536633800709	0.263070575741	0.0900780208673
u	3.46579522194e-06	2.39813686982e-06	0.000157688796695	0.000594104011257	0.0613499368723	0.48958323357	0.366549205247	0.0817599382891
à	2.74753797398e-06	8.3831390494e-07	0.000103163097332	0.000198406215426	0.0259966556574	0.232442712423	0.661875581749	0.079379840663
i	1.30290525799e-06	3.26351106647e-07	4.49332582107e-05	6.6266384422e-05	0.00880760886913	0.080491262041	0.689156593916	0.221431664788
m	8.39538742663e-07	1.87544258882e-07	2.61187392369e-05	2.21554964907e-05	0.00337592970638	0.046091607347	0.678908344639	0.271574793263
è	6.08040563755e-06	4.11002629627e-07	3.07293622456e-05	8.0737643069e-06	0.00190328230213	0.0368580816157	0.850170171546	0.111023138088
r	7.77504235152e-06	4.77137999876e-07	3.12711074819e-05	3.83791223563e-06	0.00108605004738	0.0174396256386	0.926032833849	0.055398124696
i	2.84460922284e-06	2.34015737959e-07	1.3902439894e-05	1.75675641254e-06	0.000403963955793	0.00705805651953	0.64805400395	0.344465218232
</S>	1.79164906142e-06	1.5788299098e-07	1.1853975947e-05	8.8210465727e-07	0.000220392867897	0.00359712631977	0.339350790975	0.656816959116
