 	qui	dentro	vuole	un	tappeto	</S>
e	0.534210825	0.0533193525	0.00588808695	0.0314608708	0.029480290375	0.3456406296
t	0.801454868333	0.0561499075	0.00570496575	0.0111897079333	0.009922137505	0.11557843642
t	0.892047412778	0.0358636138333	0.00688885358333	0.0136142771111	0.00616029263167	0.0454255572933
ù	0.613350188593	0.311034222611	0.0237760558611	0.0213659577037	0.00572653254389	0.0247470497644
m	0.262697323864	0.634331487537	0.065714715287	0.0220258605679	0.00369396844796	0.0115366288881
è	0.136899999521	0.729123129179	0.104757545096	0.0206494625226	0.00299184961599	0.00557803939603
s	0.0480032475737	0.747641509726	0.176709881699	0.0213087195075	0.002799028872	0.00353763589868
a	0.0163777879579	0.569231923242	0.3421003039	0.0590884261692	0.00649156309067	0.00671000926623
t	0.0055868540463	0.300889799747	0.6005911113	0.0768010573897	0.00808325503022	0.00804794125541
è	0.0018654960435	0.148647138582	0.7556092271	0.0794996277966	0.00905984201007	0.00531867991847
l	0.0006280088759	0.089763642194	0.788493389033	0.105917622599	0.0113951533367	0.00380219827282
i	0.000222744916633	0.0376886889313	0.561336599678	0.3654477842	0.0246086597789	0.0106955287243
è	8.20685778797e-05	0.0129295990521	0.209059331893	0.7018655614	0.0623569432596	0.0137065171748
n	2.73796931686e-05	0.00442082795903	0.0964025899643	0.816599120467	0.0768591464199	0.00569095152493
a	9.15601122953e-06	0.00160951635968	0.0526007506548	0.671909406822	0.25312458414	0.0207465987083
t	3.13914956318e-06	0.00057310355556	0.0181205835516	0.396752612274	0.536989588047	0.0475609729028
a	1.13460577873e-06	0.000202886784187	0.00638152719553	0.202134578425	0.734586526016	0.0566933543009
p	5.63295287243e-07	7.68926050623e-05	0.00216259755684	0.0762959951417	0.844451192005	0.0770127861003
p	3.99620735748e-07	5.64752186874e-05	0.000917582798947	0.0363885190472	0.815733420668	0.1469036267
è	1.81436954916e-07	4.73507922625e-05	0.000505553209649	0.0188157031824	0.717838046889	0.262793202233
t	6.6519770472e-08	2.10402454542e-05	0.00031324736655	0.0099470525608	0.59132932563	0.398389300744
o	6.99954259907e-08	1.27621082847e-05	0.000224378981517	0.00590726260693	0.45048401521	0.543371513581
</S>	1.05424827995e-07	7.40148584235e-06	0.000117181549759	0.00313184293346	0.377511477605	0.619231976791
