 	voglio	che	Maria	venga	domani	</S>
i	0.77658655	0.04815191	0.0076627695	0.004631647715	0.0462929026	0.11667418511
t	0.85487913	0.077918708	0.008993623	0.00247972018167	0.0166490404333	0.0390797573167
è	0.85911079	0.0946121806667	0.0215430668333	0.00279229406056	0.00865957297777	0.0132820577122
l	0.793387596667	0.0704789835556	0.116659733944	0.00278865318685	0.0120380906593	0.0046469291974
o	0.495641695489	0.274350764519	0.138545775648	0.0720523046956	0.0126854434198	0.00672405129247
n	0.16743284453	0.488968028173	0.142513126216	0.149633858232	0.0340780576733	0.0173741204308
a	0.0566222177767	0.363552726058	0.144010326739	0.374094732744	0.0412759430244	0.0204440458103
r	0.0196008926589	0.225514798686	0.187817156913	0.446145564248	0.0923829168081	0.0285386522701
t	0.050288027453	0.167314329562	0.198804448304	0.237038859749	0.109249244269	0.237305137423
i	0.0598262347585	0.094743378304	0.0714393944347	0.442643704916	0.040031135623	0.291316213241
à	0.0199547497353	0.0323377489513	0.162243513812	0.490052475972	0.196399167408	0.0990123716137
v	0.00666578722477	0.0113017915058	0.377478707937	0.180552761657	0.390581942469	0.0334190300829
v	0.00263208721292	0.0129632666239	0.314900583979	0.0787564325523	0.275911756623	0.314835883139
r	0.00158236718764	0.0149559546746	0.121821529326	0.0719297041841	0.108662657008	0.681047787713
i	0.000825572558613	0.00643977615253	0.055898373172	0.306515044728	0.0700681866693	0.560253065904
i	0.000277368857704	0.00218511518851	0.0187945496007	0.380219491576	0.333857034223	0.264666463968
M	0.000100438077335	0.000854621089503	0.0101452046802	0.162497150525	0.423067938741	0.403334653323
a	0.000120387518445	0.000900950813168	0.00772295876007	0.127592423508	0.169238721914	0.694424534441
r	0.000124972277148	0.000852089467723	0.00369199482002	0.117441874503	0.0783905273047	0.79949851148
ì	0.000134388870049	0.000453270825908	0.00367207820667	0.0956221081677	0.113362324102	0.78675581716
a	0.00013728868435	0.000292563062969	0.00314508028556	0.0767328366226	0.127811684701	0.791880532387
</S>	7.5056983675e-05	0.000153932852984	0.00161770311778	0.0394596991613	0.0896117923505	0.869081786193
