 	io	non	ho	niente	da	mangiare	</S>
e	0.647331085	0.021159167	0.00251374785	0.008736913805	0.0059360902275	0.059673975817	0.254649090428
v	0.862130251667	0.0226667636667	0.00418917141667	0.00401092093833	0.0020542497875	0.0199771083903	0.0849716098513
ò	0.658697317222	0.278744391556	0.0223153651389	0.00415901977944	0.0007972950825	0.00679988746343	0.0284867592504
e	0.277456390741	0.648575950519	0.0563807693796	0.00510100992648	0.000373133170833	0.00241020189781	0.0097025634368
n	0.114518021914	0.562297360173	0.29392582646	0.0232206286422	0.000727617140278	0.00140942684927	0.00390113622227
è	0.0510740894047	0.286658723391	0.581156092153	0.0727388672141	0.00225404658009	0.00363943051642	0.00247877980742
c	0.0214091212349	0.18384735113	0.596891347384	0.162180802405	0.00909645819336	0.0187505018388	0.00782446673581
h	0.0375638030783	0.169342047043	0.502084242461	0.177760194135	0.0151566830645	0.0241172109463	0.0739758492453
o	0.0391461047528	0.120054506048	0.325598342487	0.386438941378	0.0133559766882	0.0122614128821	0.103144741415
t	0.0130618848543	0.0404126041827	0.155812917496	0.723591013793	0.0104984022294	0.0069719160607	0.049651261305
ì	0.0043565192683	0.0140680213609	0.091982936832	0.837686704598	0.0184038484098	0.0130113438869	0.020490604735
p	0.0014535665498	0.00507435131363	0.0470824286107	0.898536134866	0.0224500688033	0.0159019301956	0.00950148281167
o	0.000485246724767	0.00173827321388	0.0200672636469	0.796152491622	0.149195849934	0.0228126476319	0.00954818703722
t	0.000162078618106	0.00059127367396	0.0071032775923	0.684111223874	0.258913056645	0.0356037452106	0.0135153390124
i	5.41832078187e-05	0.00021141473632	0.0027756420341	0.512445346291	0.391196868882	0.0782325310702	0.0150840193375
n	1.83378320296e-05	8.00154457733e-05	0.00107681066803	0.231346853764	0.573662539627	0.16531893369	0.0284965061125
a	6.50948269987e-06	3.33076731244e-05	0.000455561179343	0.100470082921	0.536005536542	0.317587277897	0.0454416887042
f	2.51806824662e-06	1.39131382415e-05	0.000204407636448	0.038333815407	0.400089655514	0.488287992632	0.0730676862347
à	9.3661436854e-07	6.16590180717e-06	0.000102658866149	0.014528077369	0.229726389838	0.664054597544	0.0915811854116
o	4.47045395847e-07	2.30553634239e-06	4.39850177163e-05	0.00563229118967	0.0900689542793	0.616172772515	0.288079251804
</S>	4.22373397924e-07	1.49223519119e-06	2.61051813581e-05	0.00331013949484	0.0510443366397	0.457113046258	0.488504475902
