 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.85857898	0.090939788	0.002608705775	0.0035885044	0.00721474185	0.00178662403	0.00349293565	0.03178970795
è	0.868781513333	0.108146304667	0.00275448149167	0.00300550685667	0.00358780193	0.00125686633	0.00162648214	0.0108409857367
o	0.614685597778	0.344318896889	0.0283170265639	0.00498053590889	0.00211021965667	0.00116035371	0.000662220536667	0.00376507996557
p	0.220908802593	0.729598532296	0.0391489775213	0.00591441470296	0.00169831432889	0.000999384353333	0.000325447925556	0.00140612306186
p	0.138734157531	0.689200537432	0.0548522778404	0.0266992569677	0.0119943576196	0.00204522913444	0.0178777748885	0.058596460494
ò	0.109232731744	0.661261072477	0.0701552992801	0.0371506589892	0.0156047920065	0.00313850441148	0.0243967721962	0.079060208298
r	0.042160612148	0.808086524159	0.06995224276	0.0300592349964	0.00673400866883	0.00422086683716	0.0103697260654	0.028416820366
k	0.0418647980493	0.579833220053	0.0848169125867	0.0358248069988	0.0126735930896	0.00857358694572	0.0136816731218	0.222731446255
e	0.0369393605564	0.315550728684	0.249120950862	0.0532320423329	0.0188736393632	0.0106882573152	0.0207005460406	0.294894486085
t	0.0123615682821	0.206594749561	0.492071170287	0.128705370778	0.0160417774544	0.0109701314384	0.0235319726802	0.109723256695
e	0.00412624384583	0.0837313474537	0.475099626762	0.252696436926	0.104282453485	0.0193414324795	0.0199652402267	0.0407572102317
e	0.00137761722141	0.0290418336846	0.274022948921	0.303427312309	0.344510351162	0.0231262934932	0.0099158465089	0.0145777935106
t	0.000497306228137	0.0111814240282	0.11968945964	0.272892207436	0.556261310387	0.0265999438311	0.0074905149363	0.00538784960353
r	0.000216835431046	0.0052349598094	0.05975526888	0.197235343812	0.619132303462	0.0509527979437	0.0156159233121	0.0518565955345
ò	0.000826147322015	0.0153618348698	0.03549175146	0.105893491937	0.557529874487	0.0989341059812	0.0204107504374	0.165552071845
o	0.00101460457847	0.0183871574916	0.0157038145867	0.061221949979	0.381741944829	0.14802514866	0.170196942812	0.203708453948
p	0.000341657925457	0.00613420549987	0.00631424229557	0.050416237993	0.297091138276	0.172111099553	0.326603637604	0.140987771316
ò	0.000117210324939	0.00205293632496	0.00296841593186	0.0369175331643	0.303499592759	0.307094653184	0.275213289201	0.0721363593053
s	3.91837986997e-05	0.000689801464473	0.00110153777395	0.0155579073214	0.20334184592	0.427120334395	0.321558923067	0.0305904953018
s	1.49593383332e-05	0.000473903553644	0.00470386172132	0.0136811428738	0.162687806973	0.447559271465	0.294041046022	0.0768380351006
a	8.47743951107e-06	0.000416557835548	0.00588540562211	0.0115484075646	0.142510758991	0.330773805488	0.316447997007	0.192408568367
t	4.83809003702e-06	0.000153766998003	0.00197245860584	0.0039632846982	0.0590421156637	0.131595183496	0.551939399002	0.251328912789
è	1.97503466367e-06	5.15004501077e-05	0.00066107043888	0.00140848031773	0.0226451146046	0.0541582271653	0.748928633001	0.172144991263
l	6.89929950557e-07	1.74181003226e-05	0.000223735714093	0.00053009583091	0.00777061082387	0.0210878755884	0.906133544334	0.0642360471543
o	2.17503259485e-06	7.87296390753e-06	7.8714423031e-05	0.000225526374303	0.00262729256796	0.0126423280628	0.845198981445	0.139217095451
</S>	3.97144939742e-06	6.91742565377e-06	4.20579675155e-05	0.000122981018152	0.00133912586548	0.0121976675314	0.741517990723	0.244769247726
