 	deve	essere	bianco	</S>
è	0.9084569	0.0322868153	0.042099071	0.01715718975
n	0.889525083333	0.0652784001	0.0379813363333	0.00721516201667
a	0.605930121778	0.362224565033	0.0267806727778	0.00506462450556
è	0.227855191259	0.727051731678	0.0412905035926	0.00380257296852
n	0.111765657086	0.834156197226	0.0525178911975	0.00156024497951
e	0.064790376362	0.816380575742	0.111016273733	0.0078127404165
à	0.0242796700673	0.520888084914	0.444632504578	0.0101997285388
s	0.00835803402577	0.181696435305	0.805993354859	0.00395220588627
p	0.00393478246526	0.0708300651017	0.630832349953	0.294402839935
r	0.0318983818884	0.0789509177006	0.367797081651	0.521353643312
o	0.0403092106388	0.0766334507402	0.27913476055	0.603922591104
</S>	0.0201695003334	0.0383926226301	0.189682180275	0.751755695552
