 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.4758819225	0.512870155	0.000353360595	0.00073735053	0.000448714003	0.000312817925	0.009395680992
p	0.185128789167	0.808251935	0.002148583155	0.000872642763333	0.000279296879667	0.000145154686667	0.00317358653933
e	0.084053838789	0.898533428333	0.0141369326183	0.00177954725444	0.000284914409889	8.3866187889e-05	0.00112755220378
r	0.038958436663	0.741421826111	0.192823457539	0.0208964900515	0.00332006258663	0.00135124265996	0.00122860937793
i	0.0229099808043	0.468345418704	0.452616005846	0.0425192253505	0.00783650452888	0.00255397721999	0.00321894219264
k	0.00809180638477	0.261091470235	0.655752868615	0.0595332204502	0.00957014550963	0.00224643777333	0.00371410186421
o	0.00292997378159	0.0954195131783	0.815223456205	0.0719451734834	0.00950909350321	0.00212485522444	0.00284799938807
l	0.0011323544272	0.0342562033261	0.863532418735	0.0877428578278	0.00860184550107	0.00230770767481	0.00242663656269
ò	0.0015801540224	0.0297464202754	0.839634329578	0.118483685943	0.00714529850036	0.0017255707916	0.0016845638209
s	0.00164245106747	0.0283112482918	0.739458299859	0.214986975314	0.0126219635001	0.0015861759972	0.0013929227403
o	0.000575027477757	0.0098814697206	0.551743653286	0.412877585105	0.0206504631667	0.00189458099907	0.00237724331343
n	0.000192967840566	0.00336385483573	0.345612594429	0.611466978368	0.0337163997222	0.00235847149969	0.00328872913781
a	7.06696545687e-05	0.00113804467911	0.178158233143	0.724460296123	0.0853511252407	0.0065684014999	0.00425323074594
n	3.16918281896e-05	0.000397407935703	0.0731018327143	0.736165402041	0.171003051747	0.0121463018333	0.00715430358198
a	2.49113053965e-05	0.000139973860901	0.0308977695714	0.612553717347	0.317951003916	0.0283027912778	0.0101298225273
r	2.41348144655e-05	5.49094303003e-05	0.0149856945238	0.460994105782	0.439655434639	0.0657186470926	0.0185670661758
è	1.63928771552e-05	6.63082854334e-05	0.0124181475079	0.354592511927	0.506438018213	0.0812708656975	0.0451977333919
t	1.03322555796e-05	6.71993421685e-05	0.010265226126	0.237499417309	0.626359789404	0.0804725152325	0.045325531264
s	0.000104567914388	0.000124950254413	0.0270320289987	0.15087371077	0.503450087801	0.0975307217442	0.220883950555
i	0.000136309748629	0.000146821561471	0.0325213181112	0.08407006159	0.369835873934	0.103433667248	0.409855946852
à	4.58231630697e-05	5.17999467903e-05	0.0108956624687	0.0342397631967	0.346246587978	0.330025279083	0.278495087284
t	1.53356205269e-05	1.75041945934e-05	0.0036676186149	0.0199108917322	0.251867689326	0.621232993028	0.103287992195
s	5.2206901093e-06	5.9779733078e-06	0.0014050071103	0.0145245455774	0.169830467109	0.624624964343	0.189603838832
e	2.0473576731e-06	4.2086331826e-06	0.000641410258433	0.00668714676913	0.0691296303697	0.419557534781	0.503978036277
n	9.23273579367e-07	3.5414256342e-06	0.000218314848011	0.00236791913638	0.0318930061232	0.37987714826	0.585639135426
ì	3.45798273122e-07	1.2520396814e-06	7.39673742037e-05	0.000998116908793	0.0181579973744	0.62852515942	0.352243111809
t	1.20590337107e-07	4.421399698e-07	2.52044079279e-05	0.000510655129598	0.0110430141915	0.827480539807	0.16093996727
t	5.15984334357e-08	1.59122803267e-07	1.89304685026e-05	0.000320931533199	0.00663740079717	0.851376213269	0.141646295757
a	8.54826557812e-07	6.97437656842e-06	1.76305873009e-05	0.000246686777733	0.00412829366572	0.565459104423	0.430140455252
</S>	1.66794742891e-06	1.38536882842e-05	1.01186893504e-05	0.000137600453867	0.00227058543286	0.314311302211	0.683254847626
