 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.69514777	0.185568609	0.053710249	0.04023979975	0.01201569075	0.01331789085
s	0.44753406	0.434055289667	0.05858086	0.0419178455833	0.0114797900167	0.00643215888333
o	0.219131456267	0.693975843222	0.040719933	0.0366157135278	0.0063035294389	0.00325358532778
s	0.0743655823557	0.715987227741	0.129503105	0.0630663671759	0.0120820421463	0.00499575944259
e	0.0258340753519	0.46571664258	0.246263038333	0.229025009059	0.0242199743821	0.00894130414753
è	0.00879164080463	0.194668777148	0.438103669444	0.329863269686	0.0213968020274	0.00717586806918
m	0.00332537168888	0.0662369592043	0.708409356481	0.210613696562	0.0089156562758	0.00249901544306
b	0.0350501785296	0.0368847149348	0.68232195216	0.105246676187	0.0146086524586	0.125887866881
i	0.0452371798435	0.0258194193649	0.368610300587	0.328427079396	0.0557993961529	0.176106671627
à	0.0150806523986	0.00863500613017	0.126718750529	0.717592676465	0.063986667051	0.0679862890757
t	0.00502768806599	0.00288148228792	0.0498118573097	0.884361295488	0.0350006966837	0.0229170203252
t	0.00202854830466	0.00117366996197	0.0409473491032	0.631713091829	0.0579439095612	0.266193484875
i	0.00102837258752	0.000601740584557	0.0325469240481	0.285247377276	0.287243387854	0.393332208292
f	0.000343259309007	0.000201664614086	0.0132594988297	0.176119897092	0.544567662618	0.265508002764
i	0.000115123624836	6.8162735362e-05	0.00683325191157	0.091582681364	0.652361034206	0.249039720921
n	3.89875468353e-05	2.29341101473e-05	0.00229400373552	0.0404445639213	0.725806824735	0.23139265364
è	1.31285707051e-05	7.6910697081e-06	0.000779916179173	0.0169882686071	0.793609474912	0.188601504547
s	4.38610305817e-06	2.5662946401e-06	0.000273065953058	0.00929328986903	0.887287924971	0.103138733516
t	2.88746913919e-06	1.67023651843e-06	0.00108165444035	0.00723622812301	0.699502001657	0.292175516505
r	2.4086464014e-06	1.44872918281e-06	0.00171788278012	0.0108498237077	0.460095283886	0.527333138835
a	1.07533932213e-06	6.63129317603e-07	0.00094641736764	0.00873720227257	0.399840871295	0.590473779612
</S>	9.14620111065e-07	4.84668828802e-07	0.00047446574522	0.00444366019129	0.343354365647	0.651726139806
