 	avete	fatto	già	le	verdure	</S>
i	0.8585728	0.0989499425	0.00393099775	0.0013622042	0.004638511355	0.03254547968
k	0.67667948	0.298943784167	0.00913695858333	0.00204906833333	0.00173428673167	0.01145638377
à	0.365269066667	0.617767174722	0.00977486842778	0.00217414200444	0.000808936677223	0.00420581107
m	0.171215962222	0.814904371574	0.0105642370426	0.00141271226148	0.000359656629074	0.00154306352333
a	0.092080353674	0.683406597191	0.209289833348	0.00955753512049	0.00113118002302	0.00453449461778
t	0.031927816808	0.473086279064	0.439099731116	0.0419367760402	0.00347389337434	0.0104754778726
o	0.0109703604527	0.287656293021	0.605773160372	0.0769652370134	0.00697077702478	0.0116641729575
g	0.00379611497557	0.10228255134	0.713489993457	0.155522385671	0.0113444810083	0.0135644829858
i	0.00135775417319	0.03668703348	0.755768274486	0.17666538189	0.0120332146694	0.0174883139953
à	0.000520787468063	0.01271929698	0.827002161495	0.131405103963	0.0102932815565	0.0180593933318
t	0.000186802959688	0.0045498891	0.633859057165	0.340817824654	0.00861882631883	0.0119676567439
a	7.9107349896e-05	0.00162469633333	0.301624915722	0.619129881551	0.0670130389063	0.0105284212146
l	3.9544506532e-05	0.000594650309443	0.113491139574	0.57933880385	0.276206712969	0.0303292170715
à	1.71569224107e-05	0.000218639995814	0.0616964275247	0.359782851283	0.367817514323	0.210467448024
c	7.40137844702e-05	0.000606850239605	0.167999582508	0.221695540428	0.333670564774	0.275953464341
h	0.00021992000149	0.00133522124654	0.190906582503	0.276282743476	0.337497538258	0.193757986447
a	0.000205757939763	0.00107576154751	0.073464267181	0.261519621159	0.263521849419	0.400212718816
n	7.0679234771e-05	0.000374577708693	0.0246698803527	0.110374692453	0.45645714314	0.408053024272
a	2.91208371737e-05	0.000138653182421	0.00851934504323	0.0396510670177	0.59007589438	0.361585946091
</S>	2.28500235869e-05	8.98250192105e-05	0.00468861499161	0.0219185697088	0.47646033219	0.496819838046
