 	si	è	rotta	la	coppa	</S>
e	0.36673319	0.33558588	0.223399534	0.0073476438	0.0254462374	0.0414874394
g	0.20100814	0.226560603	0.537512761333	0.0106173972667	0.00934568783333	0.0149553607
l	0.11988168	0.090684554	0.696240377111	0.0190171554222	0.00598808137778	0.0681881382
à	0.118165124667	0.0621526226667	0.565846515704	0.134431530474	0.00945158445926	0.109952616067
s	0.0867582395557	0.0642749588889	0.391481108568	0.331167683491	0.0210324154864	0.105285595356
t	0.0815151648519	0.0659944996296	0.244970756189	0.324635511164	0.0295025968288	0.253381475119
i	0.0651814477173	0.0440689746099	0.131659503396	0.464302790388	0.0222294362763	0.27255781704
e	0.0221568650124	0.0152860809366	0.048647332132	0.776444896796	0.0194006804254	0.11806411168
c	0.00755646899413	0.0056205801622	0.0168898613007	0.670511172265	0.222305658808	0.0771162478933
ò	0.00259506198831	0.00239000717073	0.00593381344773	0.339509254088	0.597729872936	0.0518419691644
p	0.00086645158227	0.00114601158691	0.00198123954764	0.131897708696	0.840325724312	0.0237828567548
p	0.000707549006657	0.00249141185897	0.000961120270113	0.0521166768987	0.912505941437	0.0312172994183
a	0.000656345339552	0.00290407134566	0.000621255917138	0.0222696777662	0.624364388479	0.349184253139
</S>	0.000331475325776	0.00145569066183	0.000312385529219	0.0123587870831	0.33000480624	0.65553685157
