 	non	ha	che	li	aspettiamo	</S>
e	0.35639498	0.28928267	0.0125138041	0.0068328945	0.16972274785	0.16525283352
n	0.292558552333	0.54557639	0.0406229387	0.00753299683333	0.0575929409333	0.0561161024533
è	0.119878853778	0.78129065	0.0519042655667	0.00725087961111	0.0196918352611	0.0199834805511
n	0.0514958902593	0.862013136667	0.0641331695222	0.00789178987037	0.00722535882037	0.00724066001703
a	0.0208401284531	0.578465975889	0.258348391507	0.0954880206235	0.0401268348068	0.00673064137234
t	0.00727842685103	0.20099599413	0.529370203836	0.200674923541	0.0539248682689	0.00775552212411
u	0.00275033878368	0.0716061342433	0.480222134612	0.30673219118	0.11170583609	0.0269833033747
s	0.00103695444789	0.0245397461144	0.284834561537	0.51759719706	0.13650530003	0.0354862114582
m	0.000508331419297	0.0092083292048	0.165585819179	0.438195279687	0.364659121343	0.0218431048194
ì	0.000269249955099	0.00419346243493	0.0624565879597	0.161264187229	0.703477690448	0.0683388189398
n	0.000177555157033	0.00339831867831	0.0337996942199	0.103177625743	0.750121780149	0.10932502498
o	0.000130989063778	0.00271078791304	0.0229193747233	0.0819487579143	0.526542504716	0.365747586993
m	5.20467413593e-05	0.000946516464613	0.0126701048911	0.0932790453048	0.324336129572	0.568716162331
e	2.74374682198e-05	0.000360954230204	0.00920302781037	0.0944085551683	0.239383013191	0.65661703411
</S>	1.73020927599e-05	0.000187309018102	0.00467873017519	0.0486284476841	0.142037386595	0.804450867055
