 	le	melanzane	vogliono	girate	</S>
i	0.722938575	0.175371269	0.00882157335	0.011111159895	0.0817574727
m	0.665491338333	0.297966026333	0.00524470251667	0.003761467085	0.0275365092667
a	0.480471742778	0.485111692111	0.0207068563389	0.001543167465	0.0121665719889
r	0.233043996926	0.72998877737	0.0289084074463	0.000987612268333	0.00707122846297
a	0.0940521033087	0.886727362457	0.0155053561488	0.000803411842778	0.00291178788766
n	0.0342796499696	0.918689877486	0.0375264937163	0.00282118200093	0.00668282289589
g	0.0896408838565	0.749481592495	0.0589141635721	0.0149506578336	0.0870127082986
i	0.109301651486	0.666547030832	0.0405157281907	0.0216667226112	0.161968859433
à	0.0380959122547	0.593559710277	0.24755325073	0.0128766642037	0.107914424078
n	0.0130156608776	0.438624543426	0.498078750243	0.0118978017346	0.0383832262927
e	0.00465109314187	0.284654087309	0.650498326748	0.0321947675782	0.0280017260976
i	0.00155642418079	0.096778545503	0.838455752249	0.0393774678594	0.0238317955659
t	0.00058009614443	0.0359988150677	0.906600637416	0.0474317612865	0.00938867927863
è	0.000257620483477	0.0152805345759	0.934010122472	0.0463845104288	0.00406722231621
l	9.6369419159e-05	0.00608465047863	0.962333897491	0.0293208464763	0.0021642517054
u	6.5334969053e-05	0.00333367602621	0.703432979164	0.220270521825	0.0728974661685
n	4.88438597643e-05	0.0016148893496	0.376762646388	0.502782573942	0.11879098739
e	1.69901553348e-05	0.0005517667694	0.208884025129	0.655216391314	0.135330794463
v	6.95320347827e-06	0.000203449317467	0.0749402587097	0.759364697105	0.165484631488
o	3.98866629276e-06	8.65338171557e-05	0.0290270142699	0.765000432368	0.205882007163
t	2.88356126425e-06	4.36221077186e-05	0.01041225779	0.746205244123	0.243336002388
i	2.78664362142e-06	2.87622715729e-05	0.00405517746333	0.626206704708	0.369706610796
m	3.82192717381e-06	2.64876138576e-05	0.00157748395444	0.540019474903	0.458372750265
m	3.22253545794e-06	1.72657625525e-05	0.00103472495148	0.521589894968	0.477354896755
è	1.53406574598e-06	1.33543267842e-05	0.00101593801716	0.356375038323	0.642594132252
n	6.46952231993e-07	1.34059121614e-05	0.00151803357239	0.216358836108	0.782109077417
e	1.25552500066e-06	2.18868139538e-05	0.00150993514746	0.132342983369	0.866123939139
</S>	2.09923445033e-06	3.32717799769e-05	0.00094912965873	0.0949312936845	0.904084189569
