 	sto	ancora	cucinando	</S>
s	0.766206925	0.014527058	0.11172365645	0.10754240467
t	0.689463658333	0.026320484	0.0775520431167	0.206663851337
e	0.446492569444	0.157768180667	0.112992054372	0.282747223779
a	0.265653763481	0.509523960222	0.086384624724	0.13843767186
n	0.098299773827	0.817916206741	0.035875917508	0.0479080865533
k	0.087394463609	0.642150982247	0.0730041385027	0.197450384184
ò	0.0865825048697	0.280683964082	0.123405839501	0.509327681395
r	0.0343116155232	0.356365244694	0.1478405765	0.461482567132
a	0.0131273438444	0.366540310231	0.273751572167	0.346580775711
m	0.00439161447413	0.187711318744	0.473945134056	0.333951931904
a	0.00147046428054	0.120843258128	0.664067988019	0.213618273968
r	0.00049269627818	0.0436790639227	0.80244213934	0.153386099989
è	0.000165377533537	0.0179610953542	0.78674962978	0.19512392533
o	5.74965877223e-05	0.00631359255473	0.588189016593	0.405439928443
n	2.14512620741e-05	0.00256657160824	0.627610195531	0.369801779481
t	9.69093405803e-06	0.00197972783608	0.646496821844	0.351513749827
a	1.13869714527e-05	0.00138883752536	0.360273651948	0.638326136609
</S>	1.43081242264e-05	0.00073404723268	0.235029257974	0.764222398305
