 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.61174035	0.216864038	0.0299076254	0.0209612715	0.0368334835	0.00877466585	0.004482941	0.0444822535	0.0259532687
e	0.352295058333	0.498144106	0.0312136066	0.0189288882667	0.0391533191667	0.00937443495	0.00382516648	0.0368995685	0.0101658132667
f	0.206551751111	0.517128955333	0.0405018536667	0.0249428505222	0.0632180977222	0.04030049465	0.0233914593067	0.0698506021667	0.0141139403222
ò	0.151944217037	0.509255755111	0.0538189332222	0.0324535501741	0.0753270932407	0.05149304445	0.0298592211122	0.0804041208889	0.0154440622574
r	0.0650689343457	0.781331355037	0.0323682860741	0.018277306558	0.0365723782802	0.0196924035833	0.0101858134874	0.0310986545963	0.00540489789913
s	0.0637576434486	0.609087626679	0.019873239358	0.031196470686	0.0246370692934	0.0252249270611	0.0212163362691	0.0428345769988	0.162172140963
i	0.0608004682362	0.37651263056	0.112599797453	0.0618780738953	0.0450462030978	0.0363652280204	0.026179931423	0.0646729336663	0.215944708154
è	0.0205101935154	0.45048213352	0.274356039151	0.0619670029651	0.0466215633659	0.0219441884401	0.0100753684463	0.0405133201888	0.0735301799713
n	0.00715221645513	0.62730117784	0.248494149717	0.0379512763217	0.0287526667886	0.00795231501337	0.00340580645743	0.0144491490829	0.0245412538904
a	0.00266802617171	0.518379051947	0.183483556572	0.0268554941072	0.24541558893	0.00618853493779	0.00147696318914	0.0069655008143	0.00856728711013
m	0.00092324705157	0.180647015699	0.252170502191	0.0644778780357	0.45850879631	0.0205635851459	0.00353736276305	0.0146111170048	0.00456052927004
b	0.0193496215915	0.11187144095	0.22135744073	0.0980651380119	0.33741085877	0.0397845427153	0.012303825921	0.0556015693349	0.104255605323
ì	0.0254904736905	0.09230808865	0.11425613591	0.137369328004	0.366336626257	0.0489480322384	0.013259843507	0.0645041951116	0.137527300274
k	0.00851026820287	0.03439488624	0.06055417597	0.191063106001	0.537217708752	0.0672987567461	0.010055768369	0.0413765717039	0.049528778258
e	0.00283771237342	0.0115302787017	0.02998303054	0.137293836467	0.684405079584	0.0746662722487	0.0102163194563	0.029881462568	0.0191860087193
à	0.00094596767594	0.0038524007949	0.0116262435967	0.0468461354557	0.839933769861	0.0642264534162	0.00729824438543	0.0184539201893	0.00681688178643
t	0.000315345752317	0.00129025906653	0.00558710566557	0.0162045612452	0.89015347662	0.0653307871387	0.00486035652848	0.0139093488964	0.00234881865214
t	0.000119094290739	0.00059293693441	0.0229468964885	0.0363426510084	0.631091433873	0.0957699790462	0.0248550243428	0.0188232817988	0.169458775027
i	5.36807164183e-05	0.00035863928747	0.0285244120485	0.0430285959628	0.299319749624	0.305129133015	0.0669743247809	0.0291288552663	0.227482674909
f	1.79056951738e-05	0.000120312362047	0.00980716703517	0.0146724096809	0.183352006541	0.560283847672	0.0990335082603	0.0400374230888	0.0926754558697
i	5.97474902827e-06	4.0535287639e-05	0.00356826399606	0.0052164195103	0.0901662861803	0.553453062557	0.25528528942	0.0444716443629	0.0477925192899
n	2.00499016009e-06	1.4136979833e-05	0.00120541564669	0.00180190597477	0.0384610963934	0.425436054186	0.418953396473	0.0724937514543	0.0416322627633
è	6.7885870153e-07	5.01361602867e-06	0.00048125855923	0.000676811462923	0.0295887024645	0.451285484729	0.325189508824	0.154566213818	0.0382063705878
s	2.26631580087e-07	1.68916344512e-06	0.00024075279841	0.000296134854808	0.0268255949548	0.541337628243	0.209153576275	0.207672604606	0.0144717908626
t	1.17711700772e-07	2.00889805294e-06	0.00637204399814	0.00373744276877	0.0159297121183	0.467568429414	0.188424772092	0.151206349869	0.166759101288
r	1.07702876924e-07	2.38935399765e-06	0.0146604139994	0.00698801468959	0.0522847903728	0.373182873138	0.192301137364	0.112778404956	0.247801865429
a	1.22044182308e-07	3.15330364588e-06	0.0111357161678	0.0044391594237	0.0586734867143	0.267628831046	0.289367982455	0.168822868319	0.19992867681
o	1.33794810769e-07	9.63860021529e-06	0.00372192612263	0.00151328740173	0.0196825444281	0.129219492682	0.329060380818	0.311529732773	0.205262855603
l	7.8523503223e-08	9.72895229576e-06	0.00125039254168	0.00053841770991	0.00666379732503	0.065835873894	0.240134113606	0.527417514258	0.158150101868
à	2.67587821443e-08	3.25592199769e-06	0.000417912236693	0.000185303402303	0.00232343297068	0.028301454298	0.128613647535	0.745686424753	0.0944686032893
d	1.05164202514e-08	1.093698586e-06	0.000140195964298	6.50632817677e-05	0.00088287495356	0.012017207666	0.047744451945	0.902170961584	0.0369782023631
r	8.25370951713e-09	4.70783730333e-07	0.00600056808617	0.00271236048526	0.0121116613345	0.0776905464553	0.087847410415	0.702901163861	0.110735819388
o	2.75554377839e-07	1.33795335334e-05	0.00795493400546	0.00359741691792	0.0158429574582	0.100271134485	0.107374626472	0.39290524462	0.372040033129
</S>	5.4219210892e-07	2.63732467667e-05	0.00397932446783	0.00180330059321	0.0079366502491	0.0526022557425	0.064573177736	0.32622227231	0.542856116565
