 	l	ho	sentito	quando	veniva	</S>
t	0.781215725	0.1082541125	0.00211996097	0.0116002515	0.0338029845	0.0630069132
o	0.557284965667	0.3104710675	0.08154888229	0.0107493578333	0.0178245955	0.0221210819333
n	0.228720909222	0.613395175833	0.125272360763	0.0134033726111	0.0104114376333	0.00879673394443
ì	0.109114430741	0.666859891944	0.096501146921	0.044495968537	0.0769286673444	0.00609990068148
k	0.0552456935803	0.645620877315	0.105949902307	0.0746542295123	0.110473111115	0.00805619069383
u	0.0278458095268	0.476170900772	0.105247402102	0.0737877231708	0.276470902372	0.0404772825646
s	0.0100197825323	0.185388458924	0.279777782034	0.135335497724	0.331786751791	0.0576917515215
a	0.00361618300077	0.0739413549747	0.406579034011	0.190968659241	0.25960682493	0.0652879411738
m	0.00145007007626	0.0274801638582	0.265465868004	0.359238866414	0.26628909831	0.0800759170579
ò	0.000605977608087	0.0122232805527	0.131791858001	0.543397388805	0.24160303277	0.070378465686
t	0.000306020310706	0.0061663475259	0.058767919867	0.684395772935	0.20484742959	0.045516542662
t	0.00175017690491	0.00741195078363	0.0280325131557	0.742504947645	0.09554048753	0.124759978321
e	0.00223262548297	0.00779953801521	0.0174520661412	0.449754668882	0.31038084151	0.212380296107
è	0.00074551589328	0.0026016629971	0.00583161551423	0.156022163427	0.70212776717	0.132671299002
r	0.000248597858933	0.0008681549735	0.00194955765458	0.130477151942	0.821979809057	0.0444767480157
k	0.000113740394528	0.00217052259427	0.00896197565686	0.184290290647	0.578585406352	0.225878057387
a	6.87542423827e-05	0.00260400490846	0.0112955575878	0.125305400802	0.489405485451	0.371320785796
t	2.29511640669e-05	0.00086837669492	0.00379502857476	0.045616400854	0.647296378484	0.302400868599
o	7.75972988163e-06	0.000291819309807	0.00130041327592	0.0189022936847	0.587476156161	0.392021562866
</S>	4.03677213082e-06	0.000149114949554	0.00065873624946	0.00954827694235	0.497218948081	0.492420881433
