 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a	0.338166478	0.51336971	0.0364436865	0.0205850473	0.00756518358	0.006764947725	0.0094945145	0.00249458323	0.0068643704115	0.00486210181725	0.003898669695	0.015096984122	0.00940133403825	0.0249924397465
n	0.140999655333	0.75880995	0.0518014445	0.0118374849667	0.00455243191333	0.00439956655833	0.00340244783333	0.00198472293	0.00262766094483	0.00164661246058	0.00133394716833	0.00505140304267	0.00319684449492	0.00835590557983
ì	0.0529984244443	0.758041783333	0.1454272895	0.0157596553222	0.00592254530444	0.00545625251944	0.00359947094444	0.00291298684333	0.00134480903828	0.000788027730193	0.000752824682777	0.00212456023489	0.00181552418831	0.00305589865994
c	0.0403997384814	0.612539534444	0.2380549965	0.0455138877741	0.0217117081015	0.0185052845065	0.00441414818148	0.0106605012811	0.00193732653609	0.000753565023398	0.000831749647592	0.00138504356163	0.0017951713961	0.00149735516331
h	0.0684693878271	0.485825311481	0.2039087955	0.058322080258	0.0332757877005	0.0296064045022	0.00816490526049	0.018310969427	0.0301281501787	0.00859986485447	0.00834020328253	0.00632801237054	0.00841598823203	0.0323041230311
e	0.0563645653817	0.302565231927	0.412898561833	0.0452264464193	0.0213827233668	0.0195287424007	0.0086109002335	0.0124994140023	0.0386003891929	0.0109735478415	0.0105851782842	0.00774699763018	0.0106107100773	0.0424065468037
t	0.0188815996132	0.109107514742	0.731356607278	0.0632521674731	0.0150565035889	0.0112747820336	0.0029637260425	0.00528064386077	0.0145196173976	0.00369887318817	0.0035911543364	0.00260846599206	0.00419109812577	0.0142172317046
o	0.00638534202007	0.044356848794	0.809536755759	0.093841602491	0.015540489863	0.00865394917787	0.0020498966655	0.00308051168692	0.0061719625492	0.00132527541372	0.00132290019713	0.00101674960602	0.00186455004192	0.0048532043782
r	0.00219078546902	0.016552029478	0.777250395253	0.158776397497	0.0240586432877	0.00920414722596	0.00174693033617	0.00249381246231	0.00331991023307	0.00053801292624	0.000575214767043	0.000488149739673	0.00106509622064	0.0017404931414
ì	0.00078380131434	0.007184397276	0.637047875084	0.298366189166	0.0364171974292	0.011175450742	0.00209952855972	0.0025829425541	0.00241327601769	0.000226337690413	0.000268311203681	0.000207350010891	0.000579235853547	0.000648091109133
s	0.000267015487613	0.00250625689733	0.470028081695	0.454845943055	0.0500373674764	0.014004835914	0.00223064227657	0.00241194815137	0.00235770061256	0.000121379394138	0.000163603751227	0.000112845962297	0.000629925091182	0.000282463048378
o	9.0144482751e-05	0.000871223044043	0.290795113898	0.574001867685	0.109505782492	0.0171853869713	0.00192947714886	0.00204247888379	0.00227056346419	0.000118441872046	0.000158180393742	0.000132427019432	0.000710222597061	0.000188736478126
n	3.03543598337e-05	0.000294747666281	0.147867141966	0.605883862562	0.205480544164	0.0306401799904	0.00191353776629	0.00382203606126	0.0026949935814	0.000127680519349	0.000173861904581	0.000142941786477	0.000756628032354	0.000171541862709
t	0.000272662916815	0.00115431448409	0.0888147579887	0.551378150854	0.224349261388	0.0431043039968	0.00288606250543	0.00752560602042	0.0191597041938	0.00584143123178	0.00574990633486	0.00607308107549	0.0190339349441	0.0246568756609
a	0.000353426206795	0.00143771197773	0.0528775296629	0.496724793618	0.276516187129	0.0496199279989	0.00774762616848	0.00704965974014	0.0233882037979	0.00812834644393	0.00792458884495	0.00864013139183	0.0263839579814	0.0332079443203
c	0.000118346415355	0.000499102763277	0.0204938057543	0.395335001206	0.401341819043	0.096513829333	0.00815831382283	0.0146107806467	0.021302245666	0.00430461951464	0.00473899334832	0.00404440203061	0.0148153353271	0.0137234308734
e	4.00471022117e-05	0.000186381868059	0.0083286650181	0.284976033735	0.475135463014	0.138172499778	0.0182958060409	0.0193183058822	0.0225444079887	0.00359576423821	0.00406020968277	0.0035028477102	0.014113045109	0.00773055619113
r	1.34814565906e-05	6.33744477863e-05	0.00302098595937	0.195458361245	0.513237087671	0.198092229926	0.0215863306136	0.0198843352941	0.0211169600962	0.00294731764607	0.00330306179426	0.0030921959034	0.0130601303697	0.00512415596371
ò	4.5415669752e-06	2.24486248954e-05	0.00133076453979	0.117167230415	0.441109262557	0.334886156642	0.0363020454712	0.0246590964314	0.0220871045321	0.00269768538202	0.00288715879809	0.00237323070113	0.0104340716566	0.00403920455457
o	1.5281113614e-06	7.83631361947e-06	0.000673886976597	0.069888075805	0.300517417519	0.401689318881	0.146082265157	0.0410988734771	0.0146896446774	0.00359839512734	0.00360914046603	0.00264283456704	0.0122575197522	0.00324327185152
c	5.19767917467e-07	2.71422702749e-06	0.000275616088866	0.0319653142683	0.21492171584	0.515943599627	0.154741400152	0.0474899778257	0.0128760638925	0.00301833835578	0.00333730512868	0.00174185003468	0.0113582717507	0.00232729850717
e	1.91912791489e-07	1.04201899916e-06	0.000140382303289	0.0171546800894	0.143304951947	0.576003066542	0.194245088484	0.0441259059419	0.0114896583642	0.00245412476526	0.00201281798289	0.00149614502389	0.00646472875023	0.00110717882572
r	8.36425018297e-08	4.36646116387e-07	5.15789840963e-05	0.0064688638298	0.0754773989823	0.510629108847	0.214217632161	0.129628401981	0.0344875295214	0.00458517032175	0.0041556192943	0.00196104970796	0.0149984695834	0.00333862647524
ò	3.50068308099e-08	1.92555869529e-07	2.07042875321e-05	0.0028706172766	0.0415098603274	0.465130762949	0.133541790054	0.256616987327	0.0640168698405	0.00680144600725	0.0054581569981	0.00228002306932	0.0174464843278	0.00430604449175
e	1.18679541066e-08	6.53066291097e-08	7.54708727737e-06	0.00134070889687	0.0195830344091	0.29427625765	0.311492983351	0.264275369109	0.0607577122802	0.0168448348357	0.015377854566	0.00299142322311	0.0104466922426	0.00260550566392
n	4.5914851722e-09	2.57971379032e-08	3.25822612579e-06	0.000544710193623	0.0105253607697	0.244976959217	0.31853613045	0.271466309703	0.101677343093	0.0189233891452	0.0183265543553	0.0024053646577	0.0108096640809	0.00180495810797
ì	2.23531424407e-09	1.25173918011e-08	1.74306278526e-06	0.000269620583208	0.00702748527323	0.214811604072	0.112660130483	0.526067403234	0.109816349031	0.0098088082484	0.0092474287851	0.00145049276923	0.00797078222697	0.000868152722657
c	3.00565343469e-09	7.25423576703e-09	1.37582567175e-06	0.000125823856403	0.00288034334108	0.0900557343573	0.042173103261	0.754198967745	0.0901617543437	0.00595081521613	0.00587403909503	0.00105486160308	0.00708945160899	0.000433703150886
h	1.09726928116e-08	4.60714764256e-07	8.18401149906e-05	0.00439240305213	0.0194480300137	0.101052830119	0.0226821575203	0.669315889248	0.116270148115	0.010830512872	0.00809905669834	0.00424865778103	0.00989982253633	0.0336781399936
e	1.23113399372e-08	6.17313609085e-07	0.000108371575297	0.00578513408538	0.0245647890346	0.092547239373	0.0162956183734	0.393638473083	0.361561446038	0.026891551624	0.0117296415661	0.00699608459368	0.0123474241788	0.0475335443312
è	4.95141888907e-09	2.13989752278e-07	3.6614168404e-05	0.00193329308866	0.00826611694087	0.0350048121577	0.00713564152447	0.264569477694	0.429133722013	0.0448477655413	0.0467738951887	0.0117202521979	0.131319461393	0.0192586926771
r	1.85454953969e-09	7.17277503427e-08	1.22518535397e-05	0.00064661880442	0.00279395699296	0.0128129163526	0.00314944067682	0.366314495898	0.335646310671	0.0363007384804	0.0559424485962	0.011517678996	0.167922827264	0.0069402609137
t	8.54039926563e-10	2.55434394476e-08	4.31675511323e-06	0.000287248530807	0.00198870997765	0.00954926071753	0.00442216452761	0.426327925299	0.38223334689	0.0262617827935	0.0272279020654	0.0100047799287	0.061937145888	0.0497554450926
o	3.77810843188e-10	9.92913459253e-09	1.64658194008e-06	0.000165816222819	0.00168992567795	0.00749890326918	0.00506307437587	0.286973551433	0.390864592297	0.101555824265	0.0520013426885	0.0381248463096	0.0459678886293	0.0700926160309
n	1.71983670729e-10	3.47586666418e-09	5.61879219693e-07	5.53804060297e-05	0.000568170409217	0.00264238820306	0.00302322232529	0.207404616811	0.382618407432	0.176011524755	0.0839347722295	0.0603969807699	0.0468405938764	0.0365033923436
t	1.28624032243e-10	1.51357354473e-09	2.16209000564e-07	2.30314385499e-05	0.000279110327572	0.00139402585102	0.00667258610843	0.26112438227	0.285440092477	0.168694908252	0.0845107107432	0.0619338489233	0.0304855289588	0.0994415534479
a	1.28487310748e-10	1.07071861491e-09	1.24110173521e-07	1.22542743166e-05	0.000178719683034	0.00086685654034	0.00695024294281	0.172065808423	0.180601107492	0.192296582751	0.131028863581	0.140880452974	0.0546206246529	0.120498371149
n	1.20436203025e-09	1.85246307164e-09	8.8049254507e-08	4.41991553887e-06	6.16703368547e-05	0.000308045225447	0.00272364625427	0.0621580724743	0.0904647978307	0.234352917584	0.221298901194	0.240140170991	0.0833940982176	0.0650931837163
a	1.53985175008e-09	2.35911249055e-09	6.20219458357e-08	1.91809275629e-06	2.39287330849e-05	0.000131678085816	0.00156797755142	0.0260817348248	0.0547584192769	0.216753255861	0.261672893731	0.32123243033	0.0733888570725	0.0443868212388
s	9.15926582336e-09	6.44980556352e-09	1.02435896279e-07	1.44767909543e-06	1.1558568495e-05	6.66306796053e-05	0.000981475460473	0.0114238432083	0.0400760864256	0.16771155862	0.297082914577	0.34154862011	0.0971026116908	0.0439930784129
e	1.17325344145e-08	8.34306868784e-09	1.28748540426e-07	1.72376093181e-06	9.923942165e-06	5.38570688684e-05	0.000776127430158	0.0060849977361	0.0327584474752	0.132296216207	0.293203114859	0.35083234337	0.13249647723	0.0514865481376
g	2.55003259448e-08	9.65096972928e-09	1.10338935142e-07	1.5221544106e-06	8.674964855e-06	4.64447236228e-05	0.000686961780053	0.0036189351787	0.0285586448251	0.0998344574023	0.245058964953	0.31701587779	0.21263800241	0.0925313200459
