 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.51042709	0.221435075	0.175607385	0.0219875675	0.010084964	0.00932186715	0.0060904225	0.00235846655	0.00062394798	0.00166783813	0.0108321449525	0.02956323834
n	0.265591011333	0.321556171667	0.342770708333	0.0379718288333	0.00624937093333	0.00442000705	0.0057532875	0.00112696344333	0.000277969373333	0.000648427183333	0.00369948884583	0.00993477426
è	0.0927000894443	0.290237667222	0.542494149444	0.0565314846111	0.00425221234444	0.00246066835	0.0054318479	0.000638711287777	0.000140572862444	0.000320166424444	0.00138447752194	0.0034079812
r	0.0318508212481	0.209150172407	0.647190716481	0.10234902487	0.00273950614815	0.00138699370333	0.0030747279	0.000328290144926	5.6003007148e-05	0.000137729190481	0.000547536298647	0.00118851969067
t	0.048771797516	0.159631954136	0.497029155494	0.10354029429	0.0108968786494	0.00688119505444	0.005891826	0.0115267294173	0.00964159664405	0.0105088691358	0.0180376332109	0.117642065328
i	0.0540867689887	0.112281659712	0.411477351831	0.157248824097	0.0223759938831	0.00954708515148	0.0065652284	0.0160099001391	0.0129822956647	0.0145196051786	0.0253277044036	0.157577594243
n	0.0181192715529	0.076074574904	0.435175133944	0.352362074699	0.0265927116277	0.00617223585049	0.0042252787	0.0067115039797	0.0048778339049	0.00573829335953	0.0101349562679	0.0538161247477
è	0.00611236376763	0.0488855786347	0.385340611315	0.4799914249	0.0354188298759	0.00745586161683	0.00692776656667	0.00341692522657	0.00208588676163	0.00232904728318	0.0038026052693	0.0182330570492
s	0.00209321714488	0.0255484766116	0.278941035772	0.629515431633	0.0379841629586	0.00722243600561	0.00753209852222	0.00179172686886	0.000791043893877	0.000879147747727	0.00148934572643	0.0062118374444
s	0.0150573587606	0.0415814789372	0.190472043924	0.559580220544	0.0442884789862	0.0130590821352	0.00805116417407	0.0108327681163	0.00778133271129	0.00997064457258	0.0229984148321	0.0763269763095
u	0.019375162266	0.0459395619957	0.138964518808	0.391335210181	0.198987822995	0.0252837593784	0.00766479062469	0.0162413130388	0.0102244855804	0.0134155478575	0.031731000944	0.10083684257
