 	da	da	un	famoso	poeta	</S>
p	0.77695565	0.1142526265	0.018273496	0.0051767265	0.0131596609	0.0721818265
u	0.532128665667	0.396771568833	0.0346676303333	0.0060043925	0.0050809236	0.0253467976333
s	0.198836193222	0.733321089611	0.0484705651111	0.00693906516667	0.0024374063	0.00999562427777
s	0.115458030074	0.673021516537	0.062019585037	0.0116175717222	0.0071124875	0.130770788693
è	0.0905368010247	0.389965245512	0.314338925012	0.0144192825741	0.00945137616667	0.181288412898
n	0.0440304736749	0.269087301837	0.566643975004	0.0320804795247	0.00747018205556	0.080687628966
a	0.020609204766	0.188839341612	0.683111245001	0.0449302475082	0.0125301776852	0.0499797676553
f	0.0068887351475	0.0667510046707	0.696644681667	0.182674456836	0.0128523848951	0.0341887192184
a	0.00231243382033	0.0242222429236	0.526409853889	0.383800952279	0.0395445752984	0.0237099564061
m	0.000785508246977	0.0085352490412	0.323443697963	0.59315057076	0.0516277899328	0.022457237802
ò	0.000275503933526	0.00340626084707	0.250748559321	0.640178910253	0.0659652581443	0.039425572934
s	0.000103544802775	0.00159936398569	0.230098241107	0.638322870084	0.0883884913814	0.0414874993113
o	3.68570116583e-05	0.000563886932563	0.105173497036	0.572254513361	0.223608109127	0.0983631101038
p	1.44840756194e-05	0.000194835358521	0.0369341144787	0.481524294454	0.331860419709	0.149471841368
o	6.69443607313e-06	7.0902444507e-05	0.0128554363429	0.381072102151	0.49693900657	0.109055861789
è	3.95512134104e-06	2.77427328107e-05	0.00449436514263	0.13539286975	0.796165245523	0.0639158184297
t	1.33425718635e-06	9.3168725969e-06	0.00158322457921	0.04906082895	0.919578791841	0.0297665046432
a	1.26466855145e-06	1.01119265506e-05	0.00104536237974	0.0214337823167	0.697908843947	0.279600645548
</S>	1.85301347572e-06	1.55130842753e-05	0.00119381063987	0.0126008891584	0.449992741974	0.536195202774
