 	il	dito	si	gonfiò	</S>
o	0.87002203	0.0842831988	0.000713211475	0.02848825675	0.01649329305
d	0.745423743333	0.2368958596	0.000738941538333	0.01110805315	0.005833396065
à	0.530743821111	0.4585986332	0.000693138726111	0.00778789845	0.00217651703667
t	0.30962589037	0.6663230444	0.00379928037537	0.0190195828167	0.00123224384556
t	0.172545033457	0.530652039467	0.0682379924585	0.0290102459389	0.199554743115
i	0.099933443919	0.511191837822	0.0972178541528	0.025460945313	0.266195948338
l	0.0394315204063	0.610050465941	0.0809187113843	0.138116642438	0.131482666746
o	0.0181816428688	0.33462418798	0.321715770461	0.189172352146	0.136306062249
è	0.00621514074627	0.43183410866	0.366855377487	0.0981400220487	0.0969553765497
p	0.00211617430409	0.548146212887	0.133315638162	0.28262261735	0.0337993739166
r	0.0014837731667	0.288020610962	0.0561674843873	0.43978760245	0.214540557239
i	0.00126531121457	0.111893536187	0.0710312447958	0.305742380817	0.510067572413
m	0.000429696293223	0.0377536554323	0.0962381782653	0.187294340272	0.678284144138
m	0.000165019221774	0.0129434755808	0.0576328256551	0.123143498091	0.806115161379
è	7.59775380913e-05	0.00464505774693	0.0224142451184	0.12569483403	0.84716988046
n	2.64584541971e-05	0.00163780122898	0.0136102570395	0.130720174677	0.85400530682
o	1.01729541657e-05	0.000627430706327	0.0103564939132	0.113679308226	0.87532656894
</S>	5.69897323285e-06	0.000335462258164	0.0066652918066	0.120386519113	0.87260698447
