 	lo	sentii	che	arrivò	</S>
t	0.8113726	0.0180418775	0.001176394285	0.1115532745	0.057855891715
o	0.6678036	0.2530114285	0.0138198866617	0.0446523328333	0.0207128040483
n	0.352038953333	0.586644876167	0.0241516712206	0.0281358726111	0.0090286291161
ì	0.181334570444	0.693861448722	0.0315895227402	0.087148857537	0.00606561580537
k	0.070398515148	0.748096039574	0.0464215822467	0.128993912512	0.00608995613512
u	0.0274424146493	0.542297768858	0.197060392082	0.205386250837	0.0278131389117
s	0.0100741495488	0.232396989953	0.502521684027	0.212805562279	0.0422015696372
a	0.00339251339527	0.115225514418	0.749777148009	0.0964251327597	0.0351796222124
k	0.00115772131976	0.0409868866393	0.846701499336	0.0746662142532	0.0364876230708
a	0.000424875234587	0.0158320559798	0.791382949779	0.0935091747511	0.0988509343569
ì	0.000178268697246	0.0056367327366	0.49723754826	0.387196491584	0.109750956786
r	5.97617768087e-05	0.00197441429687	0.178980101243	0.779671297195	0.039314391172
t	0.00018407930428	0.00471930527362	0.0703829519043	0.706672532398	0.218041090634
e	0.000225680107627	0.00563174005499	0.0340359839081	0.479771644133	0.480334930211
</S>	0.000113206513113	0.00281628822317	0.017082194864	0.435706922066	0.544281365105
