 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.370180705	0.0544361395	0.15279272	0.015364348	0.0434411875	0.02009256785	0.34369235485
i	0.447673435	0.0757378431667	0.281773973333	0.0152091583333	0.0407128555	0.0179705901833	0.120922171183
ù	0.296182866	0.303268144389	0.299730874444	0.0087980554111	0.0306929586333	0.0160710497678	0.045256056541
m	0.221044756333	0.559385364796	0.183607019815	0.0046677856037	0.0106511569311	0.00542012595593	0.0152238017003
è	0.175471638244	0.685525878265	0.123370113605	0.0047003455679	0.0038338614237	0.00191037469531	0.0051878065401
s	0.058982114048	0.783266816088	0.143798686535	0.00916993072263	0.00208905433457	0.000833611995103	0.0018597703147
a	0.0199238776147	0.649358672029	0.287600638845	0.0358800995742	0.00437768944486	0.000875392545034	0.00198359850623
è	0.00666275433097	0.340930043876	0.600193712948	0.0444125335247	0.00489624778162	0.000851521998345	0.00205317774541
n	0.00222147260096	0.121673477492	0.823532587649	0.0491264808416	0.00229064586054	0.000412051819448	0.00074328784947
a	0.000741043652623	0.0484950871307	0.601679387216	0.343464114947	0.00459682292018	0.000354073386483	0.000669485340823
v	0.000247133344511	0.0169821717536	0.235124754072	0.729608071649	0.0151354723067	0.00169278107216	0.00120965848027
à	8.24553820397e-05	0.0069550234612	0.219962211691	0.723251397216	0.0426942277689	0.00483796569072	0.00221673542676
l	2.80953430826e-05	0.0038088524304	0.388568180564	0.519114649072	0.0781454725896	0.00827803289691	0.00205672292892
i	1.08246340609e-05	0.0015383510668	0.309408349855	0.360971346357	0.29319582753	0.0265039759656	0.00837136702964
è	4.46820728183e-06	0.000529897521523	0.106369898785	0.197817353119	0.625312389177	0.0589448663219	0.0110211873432
n	1.49513600348e-06	0.000181537791098	0.042508297095	0.10302684204	0.776572473059	0.0731607271073	0.0045487134244
a	5.04391019493e-07	6.8261330366e-05	0.0204511392317	0.0687344403467	0.65568042102	0.228781924036	0.0262833837848
t	1.87860470164e-07	2.7159807222e-05	0.0072245104939	0.0263323264489	0.420756297007	0.487149154679	0.0585103992616
a	8.2209463388e-08	1.13422298407e-05	0.00245065381563	0.0102359613196	0.222454341669	0.69641192156	0.0684357144205
p	8.83236644627e-08	6.14173118023e-06	0.000845080699543	0.0035377955632	0.0888644035563	0.81615523052	0.0905912448068
p	1.03006709488e-07	4.56600812674e-06	0.000305761333181	0.00160608630773	0.0451677575188	0.778041563507	0.174874151602
è	5.11246651293e-08	2.73907527558e-06	0.000129593387727	0.000917725022577	0.0227448961729	0.651979314502	0.324225693867
t	1.82395875898e-08	1.94711665853e-06	7.48411505757e-05	0.000515810080859	0.0125702907243	0.530332011501	0.456505071289
o	2.35316744433e-08	1.79657694618e-06	5.22870715252e-05	0.000346334422953	0.00800993175477	0.432579877167	0.55900974043
</S>	3.78117622216e-08	1.09325381309e-06	3.93082907626e-05	0.000183762825477	0.00442423664738	0.380215498584	0.615136070215
