 	sto	e	cucino	</S>
e	0.62742883	0.02203523865	0.25942814875	0.09110782
s	0.81458032	0.0601702242167	0.0923901870833	0.0328593076667
t	0.68731136	0.0889042167389	0.0672250073611	0.156559440222
è	0.402333273333	0.216830884246	0.0862079724537	0.294627853407
c	0.241488254444	0.335061084749	0.183455274151	0.239995371136
e	0.142686967015	0.29979608825	0.303149101384	0.254367833712
m	0.0479922879717	0.378769356083	0.300153803795	0.273084554571
a	0.0161427074852	0.326406604361	0.431417997932	0.226032711524
r	0.0054076786074	0.13125096512	0.663152482644	0.200188907175
è	0.0018267577618	0.06214653824	0.714304427548	0.221722309058
o	0.0006223626786	0.02176683338	0.522535892516	0.455074936353
</S>	0.0003155662138	0.01123003984	0.349887021258	0.638567403177
