 	ho	rotto	una	bottiglia	</S>
è	0.90095617	0.0470839989	0.01575450685	0.0066752173	0.0295300885
g	0.639428693333	0.3175519763	0.0221612382833	0.00695270576667	0.0139054035
l	0.299405844444	0.6323453721	0.0190544890944	0.00764729825556	0.0415470208333
a	0.136528300581	0.565042957367	0.0860157083648	0.0322831110852	0.180129918278
s	0.051498717627	0.383540195789	0.274942286122	0.0724742120284	0.217544562759
a	0.0216382492223	0.226530610796	0.460204228707	0.113453824009	0.178173097586
m	0.00733602888077	0.0832066317987	0.635773662902	0.12285460467	0.150829102529
i	0.00251642057192	0.0329716648896	0.713839340967	0.173568581557	0.0771039921763
a	0.000867875729973	0.0110270656335	0.751094800322	0.194549200519	0.0424610165921
b	0.000314896544324	0.00368110210617	0.714787466774	0.263685480173	0.0175310105974
u	0.000130019805108	0.00123362972006	0.426153552925	0.521920583391	0.0505621973991
t	5.03949527027e-05	0.000414195404003	0.171131612308	0.758714494464	0.0696892867997
t	0.000213076124901	0.000380813728651	0.0887220747693	0.690158998155	0.220525009933
ì	0.000269273592634	0.00036981009475	0.0585841499231	0.537297066052	0.403479669978
g	9.30515289447e-05	0.000124630297683	0.0434014099744	0.614781638684	0.341599253326
l	0.00671817712338	0.000237100060128	0.0485680349915	0.542472929561	0.402003757775
i	0.00893039577513	0.000274621798309	0.0340693240972	0.46705205652	0.489673602592
a	0.00298383954771	9.2547966018e-05	0.0122929848257	0.398685605507	0.585945017531
</S>	0.00149546610686	4.63137854815e-05	0.00630212395285	0.263960862754	0.728195223766
