 	le	melanzane	vogliono	ee	girate	</S>
t	0.865183775	0.039443949	0.0082578845	0.003065858845	0.0083356165015	0.07571285871
e	0.847338258333	0.111928013	0.00914707216667	0.00171996991167	0.0029898498215	0.0268767989433
s	0.656023736111	0.316552617667	0.0141881370556	0.00134343073056	0.00127029222717	0.0106217506328
m	0.489677318704	0.453556829222	0.0174312910185	0.00350413610352	0.00409127737572	0.0317391309626
a	0.302888701568	0.633401929741	0.0148842946062	0.00422672992784	0.00502325330191	0.0395751227542
r	0.109763489189	0.851571863247	0.0152019394687	0.00395136636928	0.0029483172773	0.0165630693514
a	0.042598208763	0.922148431082	0.0203172938229	0.00400217378976	0.0023304281391	0.00860351335047
n	0.014700253221	0.931262240361	0.0425181636076	0.00493679309659	0.00214591999303	0.00443662221682
g	0.0520303723403	0.78010860012	0.0736254978692	0.0124809663655	0.013604116231	0.0681504176056
i	0.0658195493134	0.662912116707	0.131650722623	0.0142892084552	0.0181817412437	0.107146669202
à	0.0234893403985	0.461348455236	0.442496060874	0.00958384895173	0.00843647421457	0.054645820044
n	0.0083445131935	0.254903124745	0.682486953625	0.0214364057839	0.0113794893715	0.021449505658
e	0.0032960218865	0.178106905548	0.672950917875	0.106859073261	0.0173419364572	0.0214451055527
t	0.00110314918083	0.0602618049827	0.714802872625	0.18504110442	0.0190330224857	0.0197579863176
è	0.000372091048277	0.0210165656276	0.817110324208	0.13698829114	0.0148999168286	0.0096127843392
l	0.000135456659426	0.00818151907587	0.917400608069	0.0627787280467	0.00663429234287	0.00486942907973
u	6.3137552142e-05	0.00368327109196	0.68458420269	0.259583914016	0.0278778155143	0.0242076912266
n	2.92455098853e-05	0.00154588866082	0.34888408423	0.540967638005	0.0689781338381	0.0395950034089
e	1.04280819664e-05	0.000533418487773	0.18421320241	0.582032169335	0.175195737946	0.058015040803
e	4.2311353288e-06	0.000200771747591	0.0655587158033	0.522316196445	0.339907202649	0.0720128969343
e	1.78668658293e-06	0.00011384292353	0.0254387306011	0.398074098815	0.512975100883	0.0633964456448
v	4.23031749431e-06	0.00028753543451	0.014794486867	0.231143176272	0.704191166961	0.0495793822149
o	5.03582863144e-06	0.000316214270837	0.010068524489	0.107208935424	0.80600941232	0.076391864405
t	4.16815751048e-06	0.000142921806279	0.00379356179633	0.0449736451413	0.805371644107	0.145714048135
i	4.13931237016e-06	8.22341987597e-05	0.00155489640211	0.0198576839471	0.714781364702	0.263719672712
m	2.49928579005e-06	3.80450165866e-05	0.000598052500703	0.00908516348237	0.612304474901	0.377971790904
m	1.51331612335e-06	1.65434276289e-05	0.000261753523568	0.00598628719412	0.5890126783	0.404721256968
è	6.03332827783e-07	6.1015862763e-06	0.000135431151189	0.00429510406471	0.469025389433	0.526537368989
n	2.19923791928e-07	2.68099014543e-06	0.00022251655373	0.00287585908824	0.292651349811	0.704247379663
e	2.66934053309e-07	2.85243380181e-06	0.00024743397291	0.00210111364608	0.184746198604	0.812902179888
</S>	4.11800276654e-07	4.15072840091e-06	0.000159083338955	0.00127534949804	0.136839587302	0.861721469944
