 	possono	essere	ancora	svegli	</S>
i	0.777251175	0.0178442158	0.006795049565	0.019295814129	0.178813732425
s	0.922717791667	0.0088048618	0.00236548713167	0.0064397033185	0.0596721622513
ò	0.965010197222	0.0119278969333	0.000926011360557	0.00215454279233	0.0199813767201
z	0.933932932407	0.0580618636444	0.000515919850186	0.00074037982811	0.0067489316087
o	0.604472184136	0.386422247881	0.00411952893006	0.000294318000037	0.00469172932823
n	0.208860394012	0.776535399294	0.00991838431002	0.000256612756679	0.00442916997608
e	0.0701387041473	0.903537116431	0.02238043677	0.00024470635356	0.00369896795869
ì	0.0234905102624	0.945015405477	0.02807910759	0.00018274552252	0.00323219253623
n	0.0078995549408	0.972341515159	0.0183397498633	0.000134864017173	0.00128431198408
e	0.00267363912827	0.716151078386	0.279359581954	0.000128272475391	0.00168743845003
a	0.000906650055957	0.311145902795	0.683657213985	0.00133424308846	0.00295602148334
n	0.000336972729186	0.127551240932	0.866969491328	0.00288154756282	0.00226076079445
k	0.000245242471729	0.0715277083107	0.628078126109	0.00637752282094	0.293771408431
ò	0.000559564057243	0.0598086791036	0.240739895703	0.00707926747365	0.691812599477
r	0.000581723635081	0.0695815100345	0.371571889901	0.00714284602455	0.551122036492
a	0.000230173079694	0.0533849547782	0.5696703233	0.0700567213415	0.306657828831
a	9.6237117398e-05	0.0183626992461	0.3941504991	0.31703101378	0.270359526277
t	8.5702477966e-05	0.00974156630203	0.357709054367	0.475567604593	0.156896048759
s	9.1806379322e-05	0.00781478763401	0.351135194789	0.467830534864	0.173127649586
ù	7.11797631073e-05	0.00625999674467	0.173853711596	0.442767344955	0.377047759862
n	5.40772391458e-05	0.00478683654822	0.082555220532	0.424629934985	0.487973946621
n	5.07463044919e-05	0.00352248091607	0.041284369644	0.317037678328	0.638104742207
i	4.97132145806e-05	0.00290921672169	0.015868248808	0.399908172776	0.581264657402
t	1.67418717002e-05	0.00098238546023	0.006422154796	0.433472384259	0.559106345801
i	5.65810237007e-06	0.000343219447743	0.00328436275533	0.19333747142	0.8030293186
</S>	2.88930325503e-06	0.000177123810371	0.00183451951266	0.13727746071	0.8607080393
