 	vuole	pianto	</S>
i	0.66596137	0.28506564515	0.0489730048
t	0.860628376667	0.12194568515	0.0174259535333
è	0.922493958889	0.0703145537167	0.00719150774443
l	0.925279586296	0.0714142099056	0.00330623554814
i	0.598982726599	0.386984126635	0.0140331946494
k	0.2030956487	0.615145865545	0.18175852255
l	0.0775591279	0.671256988515	0.251183917517
a	0.0331058518667	0.587094976172	0.379799205839
m	0.0112104288322	0.394605438724	0.594184151946
m	0.00404431197073	0.331909149575	0.664046550649
è	0.00156601847358	0.196211178858	0.802222800216
n	0.000888566891193	0.0968011336193	0.902310296739
o	0.000626246273731	0.0483444868731	0.951029278913
</S>	0.000350394151866	0.0320312994366	0.967618339456
