 	la	casa	la	costruisce	il	mastro	</S>
o	0.660154015	0.2725145405	0.00260314825	0.0067835393	0.00215056765	0.017005967753	0.0387881788
s	0.457414181667	0.513631580167	0.00584165555	0.00282581334667	0.00110266586333	0.005790182953	0.0133938891667
p	0.328425200556	0.495672610056	0.0337965795167	0.0157259974956	0.0231818731678	0.0447407461843	0.0584569300889
ì	0.256184940185	0.494214000019	0.0616792148389	0.0211584181652	0.0315106034226	0.0589587451948	0.076294039363
t	0.153414482062	0.66613301334	0.0927312332796	0.0103608709551	0.0203245218409	0.0254957001983	0.0315402219543
i	0.065408967654	0.66944953778	0.198565021093	0.013650318885	0.018138908947	0.0161150150661	0.0186722869848
o	0.022485421568	0.487707552593	0.420775460364	0.034473883295	0.0124411209823	0.00895287932203	0.0131637114949
f	0.00766079777267	0.242028827531	0.691339086788	0.035494237765	0.0119997733274	0.00474677084068	0.00673050706497
a	0.00292960500422	0.0945519948437	0.808066428929	0.0579674325883	0.0245980651091	0.00579696471356	0.00608948792166
b	0.00125685051007	0.0352067010479	0.83367597631	0.0764833148628	0.034990491703	0.0116751432379	0.00671149897389
b	0.0632195397987	0.0853273374493	0.642683392103	0.0471175549543	0.0321887975677	0.0495618714126	0.0799014879913
r	0.0931969945996	0.194201505816	0.303683447368	0.0518237859848	0.0460876535226	0.120954670471	0.190051932664
i	0.0404620822399	0.158461515905	0.194097049123	0.154593590328	0.0919323978409	0.153926630157	0.206526734221
k	0.0135530529213	0.0537549894763	0.152348195708	0.257121596776	0.21021934928	0.166191983386	0.146810868074
è	0.00452269809377	0.0181412268334	0.0791142215693	0.363712055592	0.280165876427	0.155497821129	0.0988461060247
i	0.00151217123449	0.0062632646569	0.0345082554564	0.388608718531	0.380060352142	0.102158865376	0.0868883333416
o	0.000505176758663	0.00209478405807	0.0118661658788	0.309276272844	0.526533917381	0.084706826792	0.0650168481139
m	0.000170582240354	0.00073148384269	0.00452469175293	0.205447795948	0.621203105794	0.134398668931	0.033523688038
à	5.88064026513e-05	0.00027275135013	0.00202660426431	0.0904374469827	0.480018755265	0.40331143631	0.0238742050127
s	2.03830750674e-05	9.31030728653e-05	0.000750003974103	0.0477320526609	0.237081478422	0.690305972103	0.0240170180042
c	8.27837340613e-06	0.000313238157877	0.0137559151974	0.058881809887	0.214164226141	0.563095857368	0.149780693001
i	1.42605413354e-05	0.000418731025959	0.0181031355748	0.0590972205957	0.158455640047	0.487149072456	0.276761921
a	1.49609985451e-05	0.00017267767082	0.00605560029243	0.0200477513186	0.0608991356823	0.497498757485	0.415311073667
</S>	7.76140892255e-06	8.777589366e-05	0.00303174903396	0.0103517643893	0.0324565943412	0.396838678743	0.557225636834
