 	che	consuma	poco	benzina	</S>
n	0.800681275	0.109302925	0.014864322	0.0227854038	0.05236608724
a	0.561894176333	0.384244758333	0.0256112976667	0.0099702414	0.0182795255733
k	0.210131571111	0.752965562778	0.0251399789889	0.00482887366667	0.0069340341911
o	0.077082657437	0.863624947593	0.043766092763	0.00993687648889	0.0055894510637
n	0.0271458016457	0.899248065864	0.0544870312543	0.013235803163	0.00588324985457
s	0.0280318569819	0.839635688621	0.0351181230848	0.0305364390543	0.0666778424515
u	0.0278821002606	0.55014254954	0.135711106695	0.139436031685	0.146828200817
m	0.0102044627202	0.395775816513	0.230929982232	0.227106727228	0.135982980272
è	0.00450649880673	0.299982260504	0.372840984077	0.217531002409	0.105139240091
t	0.00206555493558	0.115870206835	0.582129628026	0.21960945747	0.080325161697
s	0.0174794624452	0.0815030472783	0.439838174675	0.196920289157	0.264259015566
i	0.0225451857262	0.0637559382028	0.437526490225	0.145493629719	0.330678717522
a	0.00751656038503	0.0213358134383	0.747033530075	0.094967826573	0.129146238174
l	0.00250826845538	0.00715604379177	0.639984160025	0.296570215524	0.0537813057247
ì	0.00083858390615	0.00242576254806	0.529231370008	0.435029018508	0.0324752522416
o	0.000280167082207	0.000812750637487	0.482050803336	0.397502642836	0.119353641414
b	9.39754869333e-05	0.000274336540029	0.235163062779	0.617581837612	0.146886830805
e	3.19589891088e-05	9.30981830097e-05	0.0978658782597	0.750942165871	0.151066943935
n	1.15620013829e-05	3.29350943699e-05	0.0369515209299	0.682367741957	0.280636264645
z	7.30653490763e-06	2.566615369e-05	0.01698939132	0.671917797319	0.311059821548
ì	5.62946863921e-06	2.29949299967e-05	0.0143377802733	0.730735415773	0.254898120516
n	1.91261867807e-06	7.9602608789e-06	0.0099327450911	0.736552405258	0.253504926839
a	7.96246181023e-07	2.9333960063e-06	0.00467846639703	0.521139475086	0.474178315613
</S>	6.30398330512e-07	1.81107340315e-06	0.00308970974851	0.328678447543	0.668229407806
