 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.80365071	0.0876521335	0.00382071795	0.00430661575	0.00316812324	0.0102737986165	0.087127943555
g	0.790763623333	0.169149187833	0.00319243845	0.00252628931667	0.00161882450667	0.0035403994565	0.0292092640383
e	0.547538141111	0.426304042611	0.00892306718333	0.00409867150556	0.00173617926889	0.00134345970883	0.0100565538094
n	0.22835705137	0.749205594204	0.0110810542278	0.00470649930185	0.0024022098563	0.00059938336961	0.00364832251647
i	0.0855333981233	0.854690331401	0.0344460169093	0.0157323145673	0.00636963788543	0.000737922773203	0.00249039777216
t	0.0317004575744	0.8788089438	0.0489882733031	0.0246178365224	0.0122457939618	0.00111859629107	0.00252008525739
ò	0.0146127370581	0.7414243946	0.176878280768	0.0463580155075	0.0124771656539	0.00460374189702	0.00364568151913
r	0.0125715050194	0.625362544867	0.244909505256	0.0919328718358	0.00920323438463	0.0117073946323	0.00431294263971
u	0.0091608727798	0.451725782956	0.193489916752	0.196844350612	0.129378281295	0.0120370742108	0.00736369191324
e	0.0030735013567	0.151925496219	0.187846255584	0.448174796871	0.194671607098	0.00630499493693	0.00800333493775
n	0.001030439991	0.0513915696397	0.111047049861	0.650109865624	0.175628135699	0.00727676184564	0.00351618847925
è	0.000354261374	0.0178196875132	0.0742173479537	0.725352121875	0.150882970233	0.0282170406152	0.00315658649308
n	0.000123509950987	0.0065391124044	0.0769146893179	0.729189407292	0.0995262117443	0.0820759135384	0.00563115229769
u	4.17336779057e-05	0.00258902117863	0.044916431506	0.468332368097	0.370352093915	0.100641603179	0.0131267217659
s	1.43959565252e-05	0.00089539680671	0.0176858028353	0.216455321699	0.552215454638	0.175175519726	0.037558088922
s	1.54121008084e-05	0.00056912940557	0.0120271788784	0.1412544519	0.461724141546	0.253504523242	0.130905136307
c	0.000258519181269	0.00260055963519	0.0224683612928	0.0983560869667	0.368741330515	0.286191647747	0.221383478769
e	0.000370951570423	0.00308309520173	0.0224472045776	0.0717562599889	0.239050906838	0.261280265916	0.402011326256
r	0.000165672527598	0.00107998428124	0.00764227926253	0.0286659840963	0.141229832279	0.349487951972	0.471728332085
r	5.88462973227e-05	0.000373933164413	0.00273117947084	0.0131299545321	0.116223697426	0.554681663991	0.312800757362
è	2.33492320409e-05	0.000135669087804	0.00102687902695	0.00604230259737	0.104267565809	0.605107554664	0.283396669121
t	8.12320199163e-06	5.09339099347e-05	0.000408848302317	0.00230359242579	0.046230863803	0.594202918221	0.35679468304
s	3.81052417521e-06	7.29050709782e-05	0.000340467610772	0.00109668923526	0.0166548946343	0.42440325474	0.55742793768
u	2.67231902507e-06	7.99920569261e-05	0.000281606861257	0.00064274006042	0.00673253084477	0.273261540247	0.718998905893
m	1.20484961936e-06	2.7243334842e-05	0.000114801438086	0.000296456455473	0.00328570930159	0.365884640082	0.630389945298
e	4.51381057453e-07	1.08108186807e-05	6.7214509362e-05	0.000179687653491	0.00173237052053	0.444670916694	0.553338541766
m	2.79394909248e-06	6.86160649357e-06	3.99879557873e-05	0.000107165059497	0.00181813754018	0.517314488898	0.480710580589
à	3.52983980344e-06	3.93523900752e-06	1.63061917791e-05	0.000105997676499	0.00147782460389	0.727868529633	0.270523897196
i	1.33645082042e-06	1.79180857884e-06	2.2179724443e-05	9.00004061663e-05	0.00085925052513	0.715564443211	0.283461002732
</S>	9.0753808021e-07	1.61141608942e-06	3.60623572215e-05	6.49620090831e-05	0.000972032362565	0.576372621605	0.422551801366
