 	non	ci	dimentichiamo	mai	</S>
e	0.30054015	0.411583435	0.01625157635	0.08989935405	0.1817255174
n	0.197615411333	0.703657445	0.00722426075	0.0305292340833	0.06097364075
è	0.083283543111	0.881535598333	0.00366945904	0.0108112594178	0.0207000867667
n	0.0432409463703	0.940455239444	0.00500534557	0.0041969929626	0.00710143591223
a	0.0210178317568	0.878520769815	0.0877373650233	0.00599341312087	0.00673063579408
a	0.0086290060856	0.596008523272	0.375434998341	0.00959558037362	0.0103319504314
l	0.00404389521187	0.266768186757	0.68190078278	0.0396719091245	0.00761526111047
l	0.00849956605396	0.129967266586	0.62322750426	0.0889891630415	0.149316509503
i	0.0102325928847	0.122067150862	0.392954964753	0.10458514568	0.370160159834
m	0.00392035482823	0.0875232250873	0.435210474918	0.145875323227	0.327470659945
o	0.00148938988508	0.0315941505191	0.617799224973	0.194077721076	0.155039551315
n	0.000525017572693	0.0107290165697	0.546969461658	0.357203843692	0.084572685105
i	0.000201898866231	0.00367415624323	0.358648000553	0.576017577897	0.061458396035
s	8.09044094103e-05	0.00129270814574	0.219790670184	0.726197542632	0.052638181345
t	3.87367244701e-05	0.00068848171658	0.118146054728	0.774211800877	0.106914918782
ù	1.855757149e-05	0.000562425642193	0.0706742398093	0.738678320292	0.190066442927
m	7.09423003e-06	0.000364901720731	0.0242849401298	0.755235040097	0.220108010976
e	4.55794171e-06	0.000219391954244	0.00863522336993	0.695601426699	0.295539420325
s	3.18632941e-06	7.88590159147e-05	0.00331840225831	0.724170022233	0.272429578442
t	1.33042611e-06	3.05813738049e-05	0.00147044068777	0.707765840744	0.290731824481
a	2.70372800333e-06	1.43102427016e-05	0.000864614615923	0.447823556915	0.551294824827
m	3.68592060111e-06	1.63007656672e-05	0.000383979341974	0.346252635638	0.653343441609
à	2.0332093137e-06	2.84755422224e-05	0.000197196281658	0.553592665213	0.446179670536
i	3.22621228457e-06	2.47908384075e-05	0.000197647654886	0.591375335071	0.408399013512
</S>	5.39257764229e-06	1.67803222038e-05	0.000284795792443	0.467070467536	0.532622556756
