 	che	non	li	aspetiamo	</S>
n	0.68301042	0.01154319	0.0157357525	0.2132719914	0.07643863118
a	0.63920956	0.186982637667	0.0585375795	0.0815557024	0.0337145085133
m	0.38479889	0.350294445889	0.203198513167	0.0401401558	0.0215679867378
i	0.207166752	0.239047745296	0.316766197722	0.226108229267	0.0109110666793
t	0.0718750776667	0.139119741765	0.487896539241	0.293815928422	0.00729270542643
u	0.0264504507989	0.113356675588	0.55328238308	0.274958594807	0.0319518858088
s	0.00925403026297	0.0747491018627	0.606609241027	0.268975575602	0.0404120613696
m	0.00387842064099	0.0421627948876	0.509896757676	0.425054912534	0.0190071393899
ì	0.00190744269033	0.0148088853425	0.176234982225	0.766859234178	0.04018948463
n	0.00146811667344	0.0095603487275	0.094317563075	0.817619631393	0.0770343548767
o	0.00120284144348	0.00762305300583	0.0648718427583	0.562033117131	0.364269114959
m	0.000433809733493	0.00521712059861	0.0610225193194	0.311865359044	0.621461154986
e	0.000179282029498	0.0044150200062	0.0589360885598	0.209973116015	0.726496501662
</S>	9.6268492249e-05	0.0022740067131	0.0296822174599	0.117074332507	0.850873200831
